Gene.name	geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.description	logCPM	adjP_gonad	adjP_brain	FB_MB	FB_O	FB_T	MB_O	MB_T	O_T
CD83	ENSCJPG00005017291	2	68251827	68263173	-1	protein_coding	CD83 molecule [Source:NCBI gene;Acc:107309704]	4.406254213	0.074796663	1	1	1.57e-26	8.27e-11	4.8e-30	1.01e-12	1.7e-06
CD99	ENSCJPG00005018245	1	115779076	115800853	-1	protein_coding	CD99 molecule (Xg blood group) [Source:NCBI gene;Acc:107305942]	8.524097618	2.1e-05	1	1	1.87e-29	1.42e-05	7e-32	1.66e-06	7.8e-14
CDC23	ENSCJPG00005020870	13	166572	182344	1	protein_coding	cell division cycle 23 [Source:NCBI gene;Acc:107320046]	10.77812449	1.2e-08	1	1	0.079058222	0.000969493	0.011766968	5.21e-05	0.165476238
CDCA4	ENSCJPG00005003054	5	47241058	47244175	-1	protein_coding	cell division cycle associated 4 [Source:NCBI gene;Acc:107315321]	10.90265975	1.35e-67	1	1	0.001957453	0.42408375	0.000937972	0.535960442	5.2e-05
CDK1	ENSCJPG00005015708	6	6518137	6524262	1	protein_coding	cyclin dependent kinase 1 [Source:NCBI gene;Acc:107315682]	11.13716151	0.182536062	1	1	6.32e-47	1.37e-43	1.69e-46	4.6e-43	0.416387081
CDK15	ENSCJPG00005015326	7	10062484	10094114	1	protein_coding	cyclin dependent kinase 15 [Source:NCBI gene;Acc:107316515]	5.269306433	0.632046706	1	0.200047964	0.020166872	0.153023289	9.62e-07	7.01e-05	0.368030037
CDK7	ENSCJPG00005008035	Z	13165210	13179890	-1	protein_coding	cyclin dependent kinase 7 [Source:NCBI gene;Acc:107305924]	9.830500606	0.810681872	0.376041993	0.325788568	1.16e-05	0.003178095	0.030008445	0.464645594	0.165689495
CEL	ENSCJPG00005006842	17	5318972	5325892	1	protein_coding	carboxyl ester lipase [Source:NCBI gene;Acc:107321688]	5.301722038	0.528004423	1	1	9.53e-05	0.005593599	8.41e-06	0.001667343	0.22596848
CENPH	ENSCJPG00005008038	Z	13187976	13194575	-1	protein_coding	centromere protein H [Source:NCBI gene;Acc:107305912]	11.36403274	1.66e-59	1	0.727350807	1.77e-42	2.39e-77	1.8e-37	5.26e-72	4.38e-15
CEP97	ENSCJPG00005017615	1	76476203	76484778	1	protein_coding	centrosomal protein 97 [Source:NCBI gene;Acc:107320919]	10.39046284	8.02e-31	1	1	0.003814983	0.001292619	0.006148852	0.002185115	0.820379011
CER1	ENSCJPG00005007574	Z	28782045	28783132	1	protein_coding	cerberus 1, DAN family BMP antagonist [Source:NCBI gene;Acc:107306145]	3.474910284	0.002188278	1	1	0.099085222	0.00483461	0.097285782	0.00492363	0.302281093
CERKL	ENSCJPG00005016733	7	12556633	12603874	1	protein_coding	ceramide kinase like [Source:NCBI gene;Acc:107316605]	5.802764285	0.000350438	1	0.775478841	0.000234786	6.34e-24	0.032221186	1.33e-18	8.7e-12
CERS2	ENSCJPG00005015257	25	2191998	2196295	-1	protein_coding	ceramide synthase 2 [Source:NCBI gene;Acc:107324560]	10.53720423	0.071128242	1	1	0.001981607	0.007250432	0.007074635	0.022137624	0.703385655
CERS3	ENSCJPG00005020650	10	15646803	15687933	-1	protein_coding	ceramide synthase 3 [Source:NCBI gene;Acc:107318875]	9.707789131	1.77e-59	1	0.981317456	0.631981236	5.04e-17	0.618208131	3.84e-15	1.17e-16
CERS6	ENSCJPG00005019259	7	16933366	17008869	-1	protein_coding	ceramide synthase 6 [Source:NCBI gene;Acc:107316742]	6.450437126	0.518195043	1	1	8.13e-06	2.34e-15	0.000461975	1.64e-12	0.000345338
CETN3	ENSCJPG00005000396	Z	53320916	53326538	1	protein_coding	centrin 3 [Source:HGNC Symbol;Acc:HGNC:1868]	9.630514318	6.27e-09	0.019073204	0.073479474	0.090014174	0.002341909	0.326380766	0.898304122	0.232663685
CETP	ENSCJPG00005012017	11	1851933	1856235	-1	protein_coding	cholesteryl ester transfer protein [Source:NCBI gene;Acc:107319109]	4.294089838	5.44e-06	1	1	0.782699642	0.000411136	0.687281144	0.002056458	0.000675315
CFDP1	ENSCJPG00005004581	11	630585	679662	1	protein_coding	craniofacial development protein 1 [Source:NCBI gene;Acc:107319167]	10.62229301	1.01e-21	1	1	0.275460372	0.007951986	0.177868226	0.015300386	8.78e-05
CH25H	ENSCJPG00005018912	6	16711763	16715931	-1	protein_coding	cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]	4.776847132	0.673533165	1	1	5.56e-06	0.045005876	1.18e-05	0.088961083	0.011494523
CHD1	ENSCJPG00005009679	Z	45467086	45515126	1	protein_coding	chromodomain helicase DNA binding protein 1 [Source:NCBI gene;Acc:107306375]	12.65620216	1.98e-54	1	0.008483587	0.711343581	0.878570989	0.001350172	0.000477904	0.812405875
CHIA	ENSCJPG00005018955	26	4783823	4791370	-1	protein_coding	chitinase acidic [Source:HGNC Symbol;Acc:HGNC:17432]	7.339837393	0.000819224	1	1	0.885774527	0.753911586	0.487569486	0.263449053	0.63561807
CHKA	ENSCJPG00005018468	5	8512565	8531386	1	protein_coding	choline kinase alpha [Source:NCBI gene;Acc:107314521]	10.84345599	0.703186915	1	0.001021858	2.28e-06	0.002614373	9.21e-17	0.253695376	3.32e-13
CHMP5	ENSCJPG00005014821	2	45482223	45492041	1	protein_coding	charged multivesicular body protein 5 [Source:NCBI gene;Acc:107309459]	11.08460074	0.023550786	1	1	0.186472825	0.297146548	0.250820146	0.391726776	0.781365648
CHMP7	ENSCJPG00005015121	22	2396617	2404496	-1	protein_coding	charged multivesicular body protein 7 [Source:NCBI gene;Acc:107323627]	13.42597559	3.94e-46	1	1	0.000285473	9.09e-22	0.000302391	9.76e-22	4.06e-10
CHODL	ENSCJPG00005004543	1	89561526	89587428	1	protein_coding	chondrolectin [Source:NCBI gene;Acc:107322511]	3.280887286	0.003348091	1	1	9.42e-10	3.54e-25	3.35e-08	4.7e-23	8.51e-07
CHST2	ENSCJPG00005011802	9	9046099	9047385	1	protein_coding	carbohydrate sulfotransferase 2 [Source:NCBI gene;Acc:107318091]	6.298457188	0.061235762	1	1	1.67e-13	2.68e-30	5.54e-11	5.65e-27	2.1e-06
CHST8	ENSCJPG00005014622	11	9135106	9253855	1	protein_coding	carbohydrate sulfotransferase 8 [Source:HGNC Symbol;Acc:HGNC:15993]	5.760056256	0.424273326	1	1	1	4.55e-10	1	7.91e-12	7.43e-11
CHST9	ENSCJPG00005009853	2	94311073	94395948	-1	protein_coding	carbohydrate sulfotransferase 9 [Source:NCBI gene;Acc:107310134]	4.309019212	0.483096198	1	1	1	6.19e-08	0.334871676	2.36e-08	2.2e-09
CIAO1	ENSCJPG00005011844	22	1036022	1041277	1	protein_coding	cytosolic iron-sulfur assembly component 1 [Source:NCBI gene;Acc:107323657]	9.375262346	0.360074996	1	1	0.440038769	0.005337603	0.772265982	0.023987171	0.05929397
CIB2	ENSCJPG00005008238	10	3018328	3032191	1	protein_coding	calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]	7.113007047	5.55e-06	1	1	2.09e-13	0.193356144	5.9e-14	0.181638965	1.21e-09
CKAP5	ENSCJPG00005012374	5	20892512	20925286	1	protein_coding	cytoskeleton associated protein 5 [Source:NCBI gene;Acc:107314807]	13.25438609	1.55e-29	1	0.958496978	0.14738943	1.55e-06	0.007696415	1.58e-09	0.000293394
CLCA1	ENSCJPG00005008279	8	13936100	13950007	-1	protein_coding	epithelial chloride channel protein-like [Source:NCBI gene;Acc:107317562]	4.107125295	3.18e-07	1	1	0.273209257	0.001962242	0.32894661	0.000239581	1.7e-05
CLCA2	ENSCJPG00005008282	8	13954245	13964792	-1	protein_coding	calcium-activated chloride channel regulator 2-like [Source:NCBI gene;Acc:107317353]	3.562032153	0.809144825	1	1	1	0.041275575	1	0.011718434	0.010927937
CLK1	ENSCJPG00005015110	7	9789464	9793179	-1	protein_coding	CDC like kinase 1 [Source:NCBI gene;Acc:107316530]	9.788550926	2.15e-38	1	1	0.046506158	0.000146046	0.303763885	1.67e-06	3.61e-09
CLMP	ENSCJPG00005008448	24	2544530	2576832	1	protein_coding	CXADR like membrane protein [Source:NCBI gene;Acc:107324230]	8.386290674	1.49e-38	1	0.915938432	2.27e-07	1.77e-12	8.51e-05	7.18e-17	2.52e-31
CLN6	ENSCJPG00005020996	10	17364882	17370916	-1	protein_coding	CLN6 transmembrane ER protein [Source:NCBI gene;Acc:107318977]	7.168447106	8.17e-17	1	1	2.39e-05	6.08e-08	0.000121222	4.84e-09	8.12e-21
CLNK	ENSCJPG00005018436	4	70999134	71026563	1	protein_coding	cytokine dependent hematopoietic cell linker [Source:HGNC Symbol;Acc:HGNC:17438]	4.97898786	1.37e-09	1	1	0.029816629	9.81e-08	0.014926106	4.61e-08	3.36e-14
CLPX	ENSCJPG00005020729	10	16068577	16083514	1	protein_coding	caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:NCBI gene;Acc:107318926]	12.06840361	1.25e-15	1	1	0.044092084	0.002078205	0.020583631	0.000755267	0.355048757
CNN3	ENSCJPG00005000418	8	11622269	11641167	1	protein_coding	calponin 3 [Source:NCBI gene;Acc:107317500]	11.3544078	2.69e-44	1	1	3.37e-10	0.035820608	8.96e-10	0.02091851	7.86e-17
CNOT2	ENSCJPG00005016043	1	32391381	32475984	1	protein_coding	CCR4-NOT transcription complex subunit 2 [Source:NCBI gene;Acc:107310406]	10.51668534	0.051187707	1	1	0.00057469	0.002676336	8.22e-05	0.000476398	0.676099222
CNOT6	ENSCJPG00005005257	13	4221831	4248951	1	protein_coding	CCR4-NOT transcription complex subunit 6 [Source:NCBI gene;Acc:107320180]	8.916621873	3.01e-11	1	0.998056568	0.407274078	1.58e-06	0.0465865	0.000239238	8.94e-09
COG4	ENSCJPG00005006566	11	882073	895767	-1	protein_coding	component of oligomeric golgi complex 4 [Source:NCBI gene;Acc:107319070]	9.844634144	0.00846816	1	1	0.024071164	0.422143316	0.014005184	0.32899341	0.156590936
COQ2	ENSCJPG00005010052	4	41336312	41341971	-1	protein_coding	coenzyme Q2, polyprenyltransferase [Source:NCBI gene;Acc:107313429]	7.996184096	0.508002049	1	1	0.680998962	0.485012724	0.56095788	0.589123495	0.226690442
COX16	ENSCJPG00005014981	5	24713109	24744337	1	protein_coding	cytochrome c oxidase assembly protein COX16 homolog, mitochondrial [Source:NCBI gene;Acc:107314906]	7.20913011	0.363654673	1	1	0.016371343	0.86471791	0.008859802	0.990716909	0.007275749
COX18	ENSCJPG00005001634	4	45235726	45239551	-1	protein_coding	mitochondrial inner membrane protein COX18 [Source:NCBI gene;Acc:107313383]	7.89683358	0.062576196	1	1	0.002198147	0.403025673	0.003636419	0.504909164	0.028977252
COX5A	ENSCJPG00005007534	10	1721838	1725060	1	protein_coding	cytochrome c oxidase subunit 5A, mitochondrial [Source:NCBI gene;Acc:107318578]	10.55685858	0.019137865	1	1	0.04599194	0.030757896	0.054534043	0.038485939	0.933164884
COX5B	ENSCJPG00005011754	22	873115	875734	1	protein_coding	cytochrome c oxidase subunit 5B, mitochondrial [Source:NCBI gene;Acc:107323646]	10.13780407	0.759059281	1	1	0.000638355	2.73e-08	0.001164961	6.83e-08	0.041145608
CPNE1	ENSCJPG00005020365	20	940480	984719	1	protein_coding	copine 1 [Source:NCBI gene;Acc:107322815]	9.582002467	5.13e-31	1	1	0.020844852	0.006132248	0.01073734	0.011640363	2.08e-07
CPNE5	ENSCJPG00005009079	26	1566289	1572862	1	protein_coding	copine 5 [Source:HGNC Symbol;Acc:HGNC:2318]	5.975595827	0.000505886	1	0.97617199	2.16e-13	6.91e-07	1.15e-17	6.15e-10	0.006997814
CPSF7	ENSCJPG00005013187	5	297454	301707	-1	protein_coding	cleavage and polyadenylation specific factor 7 [Source:NCBI gene;Acc:107314199]	7.781222252	1.33e-06	1	1	0.38889709	0.30286773	0.242536028	0.356167886	0.050579587
CREM	ENSCJPG00005003332	2	11723920	11747910	-1	protein_coding	cAMP responsive element modulator [Source:NCBI gene;Acc:107308914]	11.73748699	4.57e-79	1	1	0.710889484	1.55e-24	0.981125685	7.88e-23	8.16e-23
CRHBP	ENSCJPG00005007931	Z	11907891	11916522	1	protein_coding	corticotropin releasing hormone binding protein [Source:NCBI gene;Acc:107305940]	6.950606711	0.187720828	1	0.679164468	1.48e-06	0.001174496	1.96e-11	3.41e-07	0.112799927
CRLF2	ENSCJPG00005018259	1	116464646	116471652	1	protein_coding	cytokine receptor like factor 2 [Source:NCBI gene;Acc:107306173]	2.430714703	0.377799965	1	0.958496978	0.511460066	0.255463042	0.062101183	0.019880596	0.648460634
CRTAP	ENSCJPG00005005564	2	40796064	40814181	1	protein_coding	cartilage associated protein [Source:NCBI gene;Acc:107309384]	9.833638561	0.001316472	1	1	1.52e-16	5.38e-06	3.75e-15	4.28e-05	9.11e-05
CRY1	ENSCJPG00005018276	1	48995331	49026651	-1	protein_coding	cryptochrome circadian regulator 1 [Source:NCBI gene;Acc:107314547]	11.05016985	0.014928006	1	1	0.972224932	0.729115864	0.957898361	0.595717957	0.671659209
CSK	ENSCJPG00005007540	10	1751879	1756049	-1	protein_coding	C-terminal Src kinase [Source:NCBI gene;Acc:107318661]	10.47161084	1.01e-18	1	1	0.393227168	0.010231912	0.315129194	0.014989872	0.000338119
CSRP1	ENSCJPG00005007905	26	1150436	1155545	1	protein_coding	cysteine and glycine rich protein 1 [Source:NCBI gene;Acc:107324658]	10.85822693	7.02e-16	1	1	1.26e-23	0.997324404	1.97e-22	0.771505304	1.49e-23
CSRP2	ENSCJPG00005016171	1	34682469	34689403	-1	protein_coding	cysteine and glycine rich protein 2 [Source:NCBI gene;Acc:107310903]	10.58351794	5.43e-31	1	1	2.78e-15	0.13456286	3.24e-12	0.011768474	1.19e-20
CSRP3	ENSCJPG00005013894	5	1435992	1438782	-1	protein_coding	cysteine and glycine rich protein 3 [Source:NCBI gene;Acc:107314284]	3.822011067	2.4e-08	1	1	0.749927978	5.69e-08	0.999389439	2.74e-10	7.18e-10
CTBP1	ENSCJPG00005004796	4	76646417	76842676	1	protein_coding	C-terminal binding protein 1 [Source:NCBI gene;Acc:107313898]	11.35050196	2.29e-23	1	1	0.324073459	1.54e-08	0.125336003	2.6e-07	1.71e-11
CTBP2	ENSCJPG00005001082	6	28685023	28722435	-1	protein_coding	C-terminal binding protein 2 [Source:NCBI gene;Acc:107316246]	9.067704714	0.001367759	1	1	5.34e-07	0.282234319	1.61e-08	0.086519443	9.66e-05
CTCF	ENSCJPG00005011570	11	1441723	1453818	-1	protein_coding	CCCTC-binding factor [Source:NCBI gene;Acc:107319092]	9.749933789	0.743176065	1	0.651433741	0.081156444	1	0.00062549	0.107119303	0.062689573
CTDP1	ENSCJPG00005017992	2	72105532	72183786	1	protein_coding	CTD phosphatase subunit 1 [Source:NCBI gene;Acc:107309759]	10.08991566	0.012567419	1	1	0.022887707	0.025205509	0.004499341	0.0050763	0.957842571
CTIF	ENSCJPG00005004929	Z	1119646	1179462	-1	protein_coding	cap binding complex dependent translation initiation factor [Source:NCBI gene;Acc:107325930]	8.742040869	6.28e-42	1	1	0.003471671	0.315624313	0.000364453	0.684527128	4.36e-05
CTRL	ENSCJPG00005011950	11	1560444	1565868	1	protein_coding	chymotrypsin like [Source:NCBI gene;Acc:107319147]	4.044525316	0.83703641	1	1	0.944317422	0.011463474	0.63368213	0.000718469	0.004837261
CTXN1	ENSCJPG00005006058	28	137933	140982	-1	protein_coding	cortexin 1 [Source:HGNC Symbol;Acc:HGNC:31108]	5.074405453	4.35e-07	1	1	1.62e-19	6.4e-57	5.08e-23	2.07e-60	5.71e-19
CTXN2	ENSCJPG00005019662	10	8912051	8912296	1	protein_coding	cortexin 2 [Source:NCBI gene;Acc:107318749]	4.993042801	0.070423836	1	1	0.415785624	0.000628016	0.33185835	0.000374926	1.99e-05
CTXN3	ENSCJPG00005012750	Z	50304819	50312023	1	protein_coding	cortexin 3 [Source:HGNC Symbol;Acc:HGNC:31110]	1.776583193	0.000404049	0.972736351	0.353944156	0.020341567	0.809923789	3.65e-06	0.014258851	0.029997803
CUBN	ENSCJPG00005005456	2	18074934	18199420	1	protein_coding	cubilin [Source:NCBI gene;Acc:107309040]	10.24692167	2.3e-11	1	1	0.000126473	0.010013986	1.65e-05	0.004075348	0.149030467
CWC15	ENSCJPG00005003933	1	165902940	165912338	1	protein_coding	CWC15 spliceosome associated protein homolog [Source:NCBI gene;Acc:107308425]	10.74893241	5.78e-07	1	1	0.370893714	0.040183924	0.340624222	0.035632861	0.302017565
CWC22	ENSCJPG00005017318	7	13090924	13116130	1	protein_coding	CWC22 spliceosome associated protein homolog [Source:NCBI gene;Acc:107316635]	10.90542575	0.028698109	1	1	0.071731149	0.120771745	0.026900081	0.050635799	0.809500537
CXXC4	ENSCJPG00005009588	4	34539524	34580701	1	protein_coding	CXXC finger protein 4 [Source:HGNC Symbol;Acc:HGNC:24593]	5.854716358	0.379686888	1	1	0.000107801	0.988149539	7.06e-07	0.329281175	9.11e-05
CYTL1	ENSCJPG00005018527	4	71604832	71609091	-1	protein_coding	cytokine like 1 [Source:NCBI gene;Acc:107313841]	5.134622203	0.000552801	1	0.033439904	6.09e-07	0.697066036	0.05310601	0.009083016	7.26e-06
DAD1	ENSCJPG00005018967	27	31022	32701	1	protein_coding	defender against cell death 1 [Source:NCBI gene;Acc:107324964]	9.857177182	0.766359937	1	1	1.53e-06	0.001489519	3.44e-06	0.002742426	0.112007679
DAG1	ENSCJPG00005010491	12	1364131	1374042	-1	protein_coding	dystroglycan 1 [Source:NCBI gene;Acc:107319593]	11.50762132	1.41e-20	1	1	0.017506474	6.94e-08	0.000941625	1.31e-06	1.31e-13
DCAF5	ENSCJPG00005014994	5	25255177	25312332	1	protein_coding	DDB1 and CUL4 associated factor 5 [Source:NCBI gene;Acc:107314901]	10.17569736	0.531236552	1	1	0.011528419	0.124525461	0.002654357	0.044579334	0.347887948
DCAF6	ENSCJPG00005000914	1	81998237	82062146	-1	protein_coding	DDB1 and CUL4 associated factor 6 [Source:NCBI gene;Acc:107321756]	10.42002264	3.5e-05	1	1	0.192725127	0.485649474	0.321558363	0.715969555	0.53796792
DCDC2	ENSCJPG00005017971	2	70751067	70796395	-1	protein_coding	doublecortin domain containing 2 [Source:NCBI gene;Acc:107309739]	9.870760958	2.1e-41	1	1	0.05339923	5.64e-27	0.040569575	5.69e-27	5.31e-35
DCP2	ENSCJPG00005009623	Z	40853411	40880208	-1	protein_coding	decapping mRNA 2 [Source:NCBI gene;Acc:107306346]	9.408376981	2.73e-15	1	0.742613392	0.008118545	1.49e-09	0.271762689	4.99e-06	0.000895681
DCX	ENSCJPG00005017213	4	12491930	12559179	1	protein_coding	doublecortin [Source:NCBI gene;Acc:107312859]	7.087673475	1.38e-05	1	1	7.44e-05	6.07e-07	0.000932406	1.18e-05	0.336284009
DDA1	ENSCJPG00005011149	28	2467520	2470415	1	protein_coding	DET1 and DDB1 associated 1 [Source:NCBI gene;Acc:107325548]	8.578217722	8.81e-05	1	1	0.001747758	0.52402895	0.000368811	0.79969166	9.29e-05
DDAH1	ENSCJPG00005008314	8	14193255	14238941	1	protein_coding	dimethylarginine dimethylaminohydrolase 1 [Source:NCBI gene;Acc:107317463]	9.598117566	4.28e-05	1	1	0.255310148	0.617945922	0.913071369	0.11418383	0.076811416
DDIT4	ENSCJPG00005009689	6	9580829	9582050	1	protein_coding	DNA damage inducible transcript 4 [Source:NCBI gene;Acc:107315772]	8.169709748	1.77e-17	1	1	0.001640129	1.01e-05	4.9e-05	0.000477341	4.17e-14
DDX1	ENSCJPG00005011093	3	90241463	90262702	1	protein_coding	DEAD-box helicase 1 [Source:NCBI gene;Acc:107312220]	11.63696266	0.403630055	1	1	0.929830681	0.565293892	0.579982915	0.914036254	0.466461071
DDX25	ENSCJPG00005002264	19	17321	22548	1	protein_coding	ATP-dependent RNA helicase DDX25-like [Source:NCBI gene;Acc:107322714]	10.86023153	3.46e-128	1	0.958496978	3.04e-05	4.85e-100	1.39e-08	1.29e-108	2.89e-82
DDX4	ENSCJPG00005001336	Z	18447336	18474056	1	protein_coding	DEAD-box helicase 4 [Source:NCBI gene;Acc:107305995]	12.02808832	1.02e-83	1	1	9.49e-66	3.91e-106	1.14e-72	1.97e-113	1.48e-18
DDX5	ENSCJPG00005021370	18	7251273	7257932	1	protein_coding	DEAD-box helicase 5 [Source:NCBI gene;Acc:107322006]	13.55125847	0.717606227	1	1	0.949975063	0.077580763	0.550912716	0.236311535	0.056499951
DEDD	ENSCJPG00005000349	25	2472472	2480965	1	protein_coding	death effector domain containing [Source:NCBI gene;Acc:107324575]	10.59295836	0.002075888	1	1	3.99e-08	0.032996192	1.86e-09	0.007631678	0.000852757
DEGS2	ENSCJPG00005002565	5	44089516	44104481	-1	protein_coding	delta 4-desaturase, sphingolipid 2 [Source:NCBI gene;Acc:107315308]	5.015790849	0.000166123	1	1	0.378244176	5.35e-05	0.198581968	6.68e-06	0.002961901
DHRS7	ENSCJPG00005005497	5	49608855	49624626	1	protein_coding	dehydrogenase/reductase 7 [Source:NCBI gene;Acc:107315412]	12.28997807	1.37e-38	1	1	2.48e-21	5.51e-43	1.25e-18	8.99e-40	4.44e-08
DHX32	ENSCJPG00005001188	6	28923530	28938695	-1	protein_coding	DEAH-box helicase 32 (putative) [Source:NCBI gene;Acc:107316245]	4.760403752	0.010415025	1	0.794186379	0.137921048	0.000534382	0.881712159	0.014969991	0.038820311
DKK1	ENSCJPG00005012919	6	5373059	5373778	-1	protein_coding	dickkopf WNT signaling pathway inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:2891]	4.576543792	2.07e-07	1	1	2.8e-10	0.744220162	5.2e-13	0.428208431	1.16e-09
DKK3	ENSCJPG00005001725	5	12445428	12463466	1	protein_coding	dickkopf WNT signaling pathway inhibitor 3 [Source:NCBI gene;Acc:107314599]	10.00183565	6.1e-10	1	1	0.586174244	0.003560158	0.420583596	0.003761069	0.000275393
DMRT1	ENSCJPG00005002189	Z	23578078	23629921	1	protein_coding	doublesex and mab-3 related transcription factor 1 [Source:NCBI gene;Acc:107306082]	9.485912011	1.27e-106	1	1	1.08e-05	1.78e-71	1.62e-06	8.67e-76	6.62e-54
DNA2	ENSCJPG00005002203	6	8639191	8652201	-1	protein_coding	DNA replication ATP-dependent helicase/nuclease DNA2 [Source:NCBI gene;Acc:107315722]	10.555288	0.012500863	1	1	4.35e-09	1.38e-13	4e-10	2.6e-15	0.082289435
DNM1L	ENSCJPG00005020236	1	53517813	53551350	1	protein_coding	dynamin 1 like [Source:NCBI gene;Acc:107315715]	13.22044734	4.16e-138	1	1	0.000292604	1.01e-09	0.001230456	8.9e-11	3.25e-21
DNMBP	ENSCJPG00005019522	6	19220210	19240875	1	protein_coding	dynamin binding protein [Source:NCBI gene;Acc:107316079]	9.337692068	4.59e-05	1	0.958496978	0.298037356	3.7e-05	1	8.3e-08	2.76e-07
DNPEP	ENSCJPG00005013512	7	24541039	24551285	-1	protein_coding	aspartyl aminopeptidase [Source:NCBI gene;Acc:107316992]	9.449787214	0.002032259	1	1	0.929240998	0.000867723	0.882376413	0.001083194	0.00047792
DOC2B	ENSCJPG00005017237	19	5782718	5798643	1	protein_coding	double C2 domain beta [Source:NCBI gene;Acc:107322559]	3.718064919	0.009351002	1	1	2.28e-38	2.46e-56	2.4e-41	2.53e-58	4.81e-05
DOK3	ENSCJPG00005010011	13	11989725	11992137	-1	protein_coding	docking protein 3 [Source:NCBI gene;Acc:107320323]	3.452805826	0.103059168	1	1	0.351765045	0.104223812	0.50812061	0.180206275	0.557021973
DPM1	ENSCJPG00005007297	20	12036791	12040462	1	protein_coding	dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:NCBI gene;Acc:107323203]	10.94909471	2.67e-16	1	1	0.766723126	2e-10	0.703862146	2.83e-10	1.94e-11
