geneSymbol	Chromosome.scaffold.name	Gene.start..bp.	Gene.end..bp.	Strand	Gene.type	Gene.name	Gene.description	logFC	logCPM	LR	PValue	FDR
ENSCJPG00005004987	1	8685688	8988144	1	protein_coding	PCLO	piccolo presynaptic cytomatrix protein [Source:NCBI gene;Acc:107322076]	1.52416225934601	4.25196372795478	14.1987981786989	0.000164475528777816	0.000327452109074642
ENSCJPG00005005011	1	9140331	9461849	1	protein_coding	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:NCBI gene;Acc:107321641]	0.576845476762034	5.29414787512209	4.44737203328114	0.0349549987002224	0.0494717584490227
ENSCJPG00005005049	1	9526075	9586399	1	protein_coding	HGF	hepatocyte growth factor [Source:NCBI gene;Acc:107321440]	-3.87928901761247	4.48593915108512	70.3724848239838	4.91000107748319e-17	2.62121246080358e-16
ENSCJPG00005005056	1	9622392	9702053	-1	lncRNA			8.79175602495346	0.876322548725839	86.2580720668217	1.57921480128325e-20	1.00726029661145e-19
ENSCJPG00005005085	1	9867095	10014131	1	protein_coding	SEMA3C	semaphorin 3C [Source:NCBI gene;Acc:107321267]	0.391611355913113	6.22145373005572	0.924440892374903	0.336311634270852	0.387001966791743
ENSCJPG00005005096	1	10036329	10072027	-1	protein_coding	CD36	CD36 molecule [Source:NCBI gene;Acc:107321009]	-1.84129330847181	4.16373588343641	41.2364955477723	1.34880500147543e-10	4.70844876491078e-10
ENSCJPG00005005106	1	10108320	10138523	1	protein_coding	GNAT3	guanine nucleotide-binding protein G(t) subunit alpha-3-like [Source:NCBI gene;Acc:107320613]	2.59835597032894	-0.914678686990546	5.78009861133484	0.0162086320209039	0.0242561686104513
ENSCJPG00005005114	1	10212822	10243551	-1	protein_coding	GNAI1	guanine nucleotide-binding protein G(i) subunit alpha-1 [Source:NCBI gene;Acc:107320948]	-0.14713685708496	5.4119529832031	0.566134986517451	0.451798870405651	0.502946405968975
ENSCJPG00005005115	1	10262417	10332739	1	lncRNA			-0.484693135016272	-2.62888378878003	0.108139019471929	0.742272864553022	0.778560320174994
ENSCJPG00005005134	1	10511631	10516032	1	protein_coding			-1.80015915540673	0.486682558516935	10.1384791483481	0.00145205916319293	0.00255322284397885
ENSCJPG00005005144	1	10901194	11163273	1	protein_coding	MAGI2	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2-like [Source:NCBI gene;Acc:107322541]	-1.86990039956943	3.28010843472326	30.6653378728792	3.06593396002671e-08	8.9140221487528e-08
ENSCJPG00005005148	1	11204803	11237044	-1	protein_coding	PHTF2	putative homeodomain transcription factor 2 [Source:NCBI gene;Acc:107322605]	3.56478414995087	6.39547844348929	193.233670160966	6.25923385613538e-44	9.82265401227319e-43
ENSCJPG00005005224	1	11259924	11260328	1	protein_coding	TMEM60	transmembrane protein 60 [Source:NCBI gene;Acc:107322774]	0.716859543342616	4.86712079007525	6.21223186403713	0.0126870576019359	0.019415379345615
ENSCJPG00005005229	1	11265708	11308025	-1	protein_coding	RSBN1L	round spermatid basic protein 1 like [Source:NCBI gene;Acc:107322982]	0.870609238381031	6.33899554292678	16.1598754078545	5.8214261979493e-05	0.000122467823625933
ENSCJPG00005005283	1	11315468	11371808	-1	protein_coding	PTPN12	protein tyrosine phosphatase non-receptor type 12 [Source:NCBI gene;Acc:107323559]	-0.0223409937900478	6.28069778038982	0.0168924957047061	0.896589264575487	0.91396325028175
ENSCJPG00005005285	1	11405208	11440949	1	protein_coding	GSAP	gamma-secretase activating protein [Source:NCBI gene;Acc:107323330]	-0.223981582619308	5.07208471646873	0.706317337135069	0.400669084267645	0.452287872927846
ENSCJPG00005005286	1	11442279	11471072	-1	protein_coding	CCDC146	coiled-coil domain containing 146 [Source:NCBI gene;Acc:107323131]	8.57664169695875	8.5403033356865	1030.82929375666	3.57428653660039e-226	9.54334505272304e-224
ENSCJPG00005005310	1	11483451	11489146	1	protein_coding	FGL2	fibrinogen like 2 [Source:NCBI gene;Acc:107323635]	-2.60017572922738	4.76205575045954	32.1066351139893	1.45938042871235e-08	4.36384031133399e-08
ENSCJPG00005005312	1	11502471	11533371	1	protein_coding	FAM185A	family with sequence similarity 185 member A [Source:NCBI gene;Acc:107323769]	-0.984796344843587	5.04594059279449	21.8005611906191	3.02511639368902e-06	7.25394007138302e-06
ENSCJPG00005005324	1	11536117	11603212	-1	protein_coding	FBXL13	F-box and leucine rich repeat protein 13 [Source:NCBI gene;Acc:107323471]	8.19463231643928	6.96072789988888	208.773087389221	2.54417517917931e-47	4.4382235612108e-46
ENSCJPG00005005342	1	11564364	11579612	1	protein_coding	LRRC17	leucine rich repeat containing 17 [Source:NCBI gene;Acc:107323704]	-3.42201708048313	3.62249334930163	27.7654676133145	1.36948875035903e-07	3.73645355334969e-07
ENSCJPG00005005348	1	11603538	11609337	1	protein_coding	ARMC10	armadillo repeat containing 10 [Source:NCBI gene;Acc:107324236]	0.871492559616399	3.58569365489688	8.47592179401404	0.00359877977738371	0.00597951101472985
ENSCJPG00005005352	1	11611167	11630594	-1	protein_coding	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D [Source:NCBI gene;Acc:107323995]	2.07949439895232	6.54608254592969	36.7153152733418	1.36701259580606e-09	4.45037258963179e-09
ENSCJPG00005005354	1	11649021	11656174	1	protein_coding	PMPCB	peptidase, mitochondrial processing beta subunit [Source:NCBI gene;Acc:107324744]	0.795382842311584	6.84506554427969	28.1238999394749	1.13791916900167e-07	3.12728493279316e-07
ENSCJPG00005005360	1	11656327	11672316	-1	protein_coding	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2 [Source:NCBI gene;Acc:107324652]	1.0829549017478	7.5299131604815	49.0054608587045	2.55250880340058e-12	1.00862136149173e-11
ENSCJPG00005005450	1	11671279	11678095	1	protein_coding	PSMC2	proteasome 26S subunit, ATPase 2 [Source:NCBI gene;Acc:107324868]	1.59943275564214	8.75020821134413	129.09353650844	6.46965525877619e-30	6.17234008410488e-29
ENSCJPG00005005741	1	11677123	11698920	-1	protein_coding	SLC26A5	solute carrier family 26 member 5 [Source:NCBI gene;Acc:107324413]	0.35784490454628	5.47790561887344	2.6106482110356	0.10614836590369	0.137127624899707
ENSCJPG00005006066	1	11722865	11972776	-1	protein_coding	RELN	reelin [Source:NCBI gene;Acc:107324286]	-1.05091379458996	5.47682468751912	6.5885711220637	0.0102635517155943	0.0159272294301409
ENSCJPG00005006402	1	12000290	12056656	-1	protein_coding	ORC5	origin recognition complex subunit 5 [Source:NCBI gene;Acc:107325026]	-0.174124270466195	5.159670423414	0.57927829565295	0.446595345099825	0.497990076229642
ENSCJPG00005006411	1	12057700	12069469	1	lncRNA			6.17447029817166	-1.3610113691056	29.4274480220826	5.80496228908822e-08	1.64061445229979e-07
ENSCJPG00005006445	1	12105062	12322332	1	protein_coding	LHFPL3	LHFPL tetraspan subfamily member 3 [Source:NCBI gene;Acc:107325392]	1.46886142286138	-0.59378992241216	4.66858833452084	0.0307191676392641	0.044119931169011
ENSCJPG00005006452	1	12371279	12373086	-1	lncRNA			2.52397950660996	1.91744888433464	33.3347792257064	7.75826616861569e-09	2.3806050889939e-08
ENSCJPG00005006457	1	12374719	12428673	1	protein_coding	KMT2E	lysine methyltransferase 2E [Source:NCBI gene;Acc:107325180]	1.16824797739091	8.16736359189573	36.1926002889503	1.7874798863812e-09	5.76455516453483e-09
ENSCJPG00005006479	1	12430280	12509839	-1	protein_coding	SRPK2	SRSF protein kinase 2 [Source:NCBI gene;Acc:107325242]	0.943000362197689	6.90555542758013	28.0327476497224	1.19279763011622e-07	3.2715568043022e-07
ENSCJPG00005006523	1	12571459	12589578	1	protein_coding	PUS7	pseudouridine synthase 7 [Source:NCBI gene;Acc:107305992]	0.942225018726325	6.20472671164784	33.4185132922932	7.43131871567584e-09	2.28648641149411e-08
ENSCJPG00005006602	1	12590661	12600524	1	protein_coding	RINT1	RAD50 interactor 1 [Source:NCBI gene;Acc:107305918]	-0.595068635523163	5.96820025009038	12.3280141289783	0.000446210853968121	0.000841164016011168
ENSCJPG00005006604	1	12601666	12602401	-1	protein_coding			5.57115673589416	5.29029458652086	175.793307217997	4.01763940512983e-40	5.5246852592429e-39
ENSCJPG00005006605	1	12611386	12703577	-1	protein_coding	ATXN7L1	ataxin 7 like 1 [Source:NCBI gene;Acc:107325855]	0.25444503070385	5.60952951467485	2.27021979158547	0.131881197644008	0.167422845110507
ENSCJPG00005006608	1	12726807	12753545	1	protein_coding		cadherin related family member 3 [Source:NCBI gene;Acc:107325681]	3.23731833686628	3.43353969309287	78.7530370115637	7.03804522305612e-19	4.13380328041646e-18
ENSCJPG00005006609	1	12762089	12765470	-1	protein_coding	SYPL1	synaptophysin like 1 [Source:NCBI gene;Acc:107306245]	-0.458285825899604	6.88884141863138	5.80593448694024	0.0159721774913856	0.0239321231562273
ENSCJPG00005006622	1	12788570	12812863	-1	protein_coding	NAMPT	nicotinamide phosphoribosyltransferase [Source:NCBI gene;Acc:107306334]	1.57080601674355	7.24112053011961	51.0287273123426	9.10240221728231e-13	3.70808603994565e-12
ENSCJPG00005006642	1	12905002	12906166	-1	protein_coding	CCDC71L	coiled-coil domain containing 71 like [Source:NCBI gene;Acc:107306571]	-2.68678711810164	4.14799765893445	89.9020513642879	2.50247411918995e-21	1.6520454143993e-20
ENSCJPG00005006644	1	12932332	12961232	1	protein_coding	PIK3CG	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:NCBI gene;Acc:107306688]	-0.118989740020092	5.77089728171981	0.497836894070208	0.480452117191845	0.530420461775457
ENSCJPG00005006646	1	12982325	13049530	1	protein_coding		protein kinase cAMP-dependent type II regulatory subunit beta [Source:NCBI gene;Acc:107307213]	0.148330250892372	4.63565105049202	0.368890341438602	0.543609749244746	0.591417873202094
ENSCJPG00005006658	1	13055942	13067850	1	protein_coding	HBP1	HMG-box transcription factor 1 [Source:NCBI gene;Acc:107307037]	0.239927071437757	6.09011218661261	2.29770275172533	0.129565500864177	0.164809580401835
ENSCJPG00005006745	1	13069639	13245013	-1	protein_coding	COG5	component of oligomeric golgi complex 5 [Source:NCBI gene;Acc:107307300]	1.38962287654233	6.07312656424065	36.8005896681366	1.30850667046622e-09	4.26713014979517e-09
ENSCJPG00005006777	1	13208450	13209751	1	protein_coding		G protein-coupled receptor 22 [Source:NCBI gene;Acc:107307455]	0.976566059446209	-0.0461687882722337	1.59041645733206	0.207266643780266	0.250345184721779
ENSCJPG00005006778	1	13241081	13249643	1	protein_coding		dihydrouridine synthase 4 like [Source:NCBI gene;Acc:107307546]	-0.338229238606204	3.93770644089302	1.17915351487269	0.277528390478239	0.326212520853175
ENSCJPG00005006779	1	13253397	13271521	1	protein_coding	BCAP29	B cell receptor associated protein 29 [Source:NCBI gene;Acc:107307777]	2.12596497763807	7.56051673703736	172.990642698057	1.64442004295342e-39	2.22641474889356e-38
ENSCJPG00005006781	1	13276495	13294076	1	protein_coding	SLC26A4	solute carrier family 26 member 4 [Source:NCBI gene;Acc:107307929]	2.97167826594748	3.6331774293948	45.3129417156646	1.67935740651525e-11	6.26386627529088e-11
ENSCJPG00005006782	1	13299132	13302454	1	protein_coding		Cbl proto-oncogene like 1 [Source:NCBI gene;Acc:107307957]	0.976595846646896	5.7241596873092	21.1574625154602	4.23050709156821e-06	1.00181409618511e-05
ENSCJPG00005006783	1	13305595	13316708	-1	protein_coding	SLC26A3	solute carrier family 26 member 3 [Source:NCBI gene;Acc:107307949]	-0.654217758711072	3.93439786246102	1.37484779305019	0.240980708899946	0.286458888689869
ENSCJPG00005006966	1	13336730	13345838	1	protein_coding	DLD	dihydrolipoamide dehydrogenase [Source:NCBI gene;Acc:107307966]	-0.50996443352993	7.35194004096797	13.0041487287778	0.000310801603714377	0.000598802368190537
ENSCJPG00005006991	1	13348782	13385851	-1	protein_coding	LAMB1	laminin subunit beta 1 [Source:NCBI gene;Acc:107307972]	-2.25501868747646	7.08650052413715	79.2448901954472	5.48690897774821e-19	3.24155925593828e-18
ENSCJPG00005006997	1	13387858	13427389	-1	protein_coding	LAMB4	laminin subunit beta 4 [Source:NCBI gene;Acc:107307135]	3.06625091090807	2.63786248409383	64.7421886534588	8.53673658181818e-16	4.23947879227261e-15
ENSCJPG00005006998	1	13435588	13450681	1	protein_coding	ERGIC2	ERGIC and golgi 2 [Source:NCBI gene;Acc:107307987]	-1.33560856660906	5.82736072070759	54.5175554741561	1.54065341380514e-13	6.63772326915956e-13
ENSCJPG00005007000	1	13456765	13513085	-1	protein_coding	LRRK2	leucine rich repeat kinase 2 [Source:NCBI gene;Acc:107307980]	0.823216755626187	5.45844615619893	19.0573989276758	1.268450184367e-05	2.86070933180095e-05
ENSCJPG00005007311	1	13543687	13656956	1	protein_coding	SLC2A13	solute carrier family 2 member 13 [Source:NCBI gene;Acc:107308016]	2.05750972968723	5.19954555967268	85.2594240224931	2.61678322669632e-20	1.64880500655556e-19
ENSCJPG00005007316	1	13685955	13723906	1	protein_coding	ABCD2	ATP binding cassette subfamily D member 2 [Source:NCBI gene;Acc:107308026]	-0.0949276746904187	5.92980735324835	0.231987652606426	0.630053914689981	0.674508907724018
ENSCJPG00005007317	1	13768350	13822580	1	protein_coding	KIF21A	kinesin family member 21A [Source:NCBI gene;Acc:107308049]	-0.983411683241429	5.82904314326065	28.4941838073053	9.39803807980817e-08	2.60403407388631e-07
ENSCJPG00005008031	1	13822766	13856437	1	protein_coding		sucrase-isomaltase, intestinal-like [Source:NCBI gene;Acc:107308092]	5.4875471275937	3.50862668270678	55.8214802236441	7.93596881046524e-14	3.48950284566294e-13
ENSCJPG00005008073	1	13881785	13962503	1	protein_coding	CPNE8	copine 8 [Source:NCBI gene;Acc:107308100]	-1.21195331869544	3.30037404528158	12.8046515309165	0.000345758611229591	0.00066164279735991
ENSCJPG00005008074	1	14042945	14049194	-1	protein_coding		ALG10 alpha-1,2-glucosyltransferase [Source:NCBI gene;Acc:107308112]	-0.593668399277864	4.90501222754964	7.30690117305651	0.00686902814745408	0.0109494359126581
ENSCJPG00005008075	1	14049215	14065055	1	protein_coding	GTSE1	TP53RK binding protein [Source:NCBI gene;Acc:107308125]	-1.29928767112467	7.5573490969831	66.367862826109	3.74152808673186e-16	1.89831448771004e-15
ENSCJPG00005008076	1	14066115	14073674	1	protein_coding	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:NCBI gene;Acc:107308174]	3.80641277602496	6.72395683723887	194.992216289667	2.58648680775203e-44	4.12293718011816e-43
ENSCJPG00005008086	1	14082615	14212590	-1	protein_coding	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1 [Source:NCBI gene;Acc:107308137]	1.05975961829433	5.79537377782802	30.4586019500742	3.41067620190709e-08	9.85671065926967e-08
ENSCJPG00005008091	1	14229515	14229895	-1	protein_coding		histone H2B 5-like [Source:NCBI gene;Acc:107308206]	-0.303303819316662	1.75946222602445	0.58952648381898	0.442602282917134	0.493967273544208
ENSCJPG00005008092	1	14240353	14302766	1	protein_coding	GRAMD4	GRAM domain containing 4 [Source:NCBI gene;Acc:107308184]	-0.712987136772561	4.71215813607628	12.7473246420529	0.000356518755498206	0.000680337160581448
ENSCJPG00005008097	1	14383274	14390941	1	lncRNA			2.92491957930284	-2.13778442980871	5.57267729511429	0.0182428465249646	0.0271041410925048
ENSCJPG00005008118	1	14407093	14446200	-1	protein_coding	CERK	ceramide kinase [Source:NCBI gene;Acc:107308211]	0.399174394927875	4.17989995982157	2.59049116527337	0.107506992881235	0.138789499103409
ENSCJPG00005008119	1	14469782	14608909	1	protein_coding	TBC1D22A	TBC1 domain family member 22A [Source:NCBI gene;Acc:107308213]	0.889810196105172	5.20596337452451	22.0289614515383	2.68567303908654e-06	6.47796468047674e-06
ENSCJPG00005008120	1	14690168	14723512	1	lncRNA			-0.431569763586985	-2.63658506533786	0.0893975052620792	0.764944504630248	0.798723217479327
ENSCJPG00005008172	1	15381045	15765561	1	protein_coding	TAFA5	TAFA chemokine like family member 5 [Source:HGNC Symbol;Acc:HGNC:21592]	0.616725058080686	0.0908260496200625	1.81207325464696	0.178259723500116	0.220490601246058
ENSCJPG00005008173	1	16081957	16087199	1	lncRNA			5.26352253163567	-1.92343759846146	16.8540627304061	4.03668269171253e-05	8.63194527980885e-05
ENSCJPG00005008174	1	16496982	16531532	1	lncRNA			0.873731211356138	-2.45287443207951	0.475820778089645	0.490321455775418	0.539982794788419
ENSCJPG00005008175	1	16695937	16704919	-1	lncRNA			5.93619831954215	-1.53269814328036	23.121668593848	1.5206731815193e-06	3.75124101649263e-06
ENSCJPG00005008254	1	16705217	16776874	-1	protein_coding	BRD1	bromodomain containing 1 [Source:NCBI gene;Acc:107308284]	1.4637977239328	7.49711896270692	74.4260133315343	6.29539684486869e-18	3.51503656537193e-17
ENSCJPG00005008348	1	16797638	16801156	1	protein_coding	ZBED4	zinc finger BED-type containing 4 [Source:NCBI gene;Acc:107308322]	0.5176462694906	5.5008506063433	6.03508888783519	0.014024244667807	0.0213292784409749
ENSCJPG00005008349	1	16811646	16821688	-1	protein_coding	ALG12	ALG12 alpha-1,6-mannosyltransferase [Source:NCBI gene;Acc:107308331]	-1.29008410553265	5.22732594209221	41.9869872355299	9.1882840035293e-11	3.25116089975791e-10
ENSCJPG00005008356	1	16826662	16838299	1	protein_coding	CRELD2	cysteine rich with EGF like domains 2 [Source:NCBI gene;Acc:107308277]	0.713429040929373	7.62919606858697	9.67250315689705	0.00187046294613309	0.00323535897754747
ENSCJPG00005008358	1	16869798	16878316	-1	lncRNA			-2.74473842731518	-1.92693708305048	5.24396434061506	0.0220230337667356	0.0322740357624428
ENSCJPG00005008359	1	16916866	16920120	-1	lncRNA			1.09946302142692	-2.63384698188	0.589577664635195	0.442582479662059	0.493967273544208
ENSCJPG00005008360	1	16942110	16988513	1	lncRNA			2.04630938703753	-2.83526417125577	1.64004028839666	0.200319940492678	0.243746473576254
ENSCJPG00005008361	1	17006398	17023392	-1	lncRNA			0.789882795593034	-2.29024452644225	0.468788860608465	0.49354487754039	0.543003876027955
ENSCJPG00005008375	1	17101994	17108706	-1	protein_coding	PIM3	Pim-3 proto-oncogene, serine/threonine kinase [Source:NCBI gene;Acc:107308404]	-0.28494298032619	5.61033769085401	2.08960238106295	0.148304665186562	0.186474516550884
ENSCJPG00005008377	1	17349410	17353106	-1	lncRNA			6.73381896047612	-0.947778975457137	27.3988805777999	1.65527027657288e-07	4.47992619975181e-07
ENSCJPG00005008378	1	17372766	17385360	-1	lncRNA			2.04630938703753	-2.83526417125577	1.64004028839666	0.200319940492678	0.243746473576254
ENSCJPG00005008379	1	17478518	17486364	-1	lncRNA			3.71840445184125	-2.53262750093101	5.84966098414084	0.0155800523372628	0.0233938081802344
ENSCJPG00005008380	1	17636407	17650285	-1	lncRNA			4.17735877616771	-2.3631652928736	5.47785661673891	0.0192588598627124	0.0284881749769762
ENSCJPG00005008433	1	17866556	17909137	-1	protein_coding	IL17REL	interleukin 17 receptor E like [Source:NCBI gene;Acc:107308430]	1.72442459215556	0.578534261176352	11.0910767416756	0.00086744103577748	0.001572732855964
ENSCJPG00005008438	1	17923942	17939654	-1	protein_coding	MLC1	modulator of VRAC current 1 [Source:NCBI gene;Acc:107308440]	3.69393875398629	1.20355495407897	47.7969644922253	4.72723386184134e-12	1.83144586376537e-11
