Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type
ENSGALG00000054762			1	798987	801506	-1	lncRNA
ENSGALG00000047599			1	795452	798428	-1	lncRNA
ENSGALG00000051861			1	87200276	87217331	1	lncRNA
ENSGALG00000048963			1	87193242	87200085	-1	lncRNA
ENSGALG00000051631			1	793067	795368	-1	lncRNA
ENSGALG00000048756			1	87061893	87150112	1	lncRNA
ENSGALG00000046736			1	86823265	86852994	1	lncRNA
ENSGALG00000054540			1	86756852	86761446	1	lncRNA
ENSGALG00000049873			1	252277	256896	-1	lncRNA
ENSGALG00000053977			1	86731517	86745187	1	lncRNA
ENSGALG00000051786			1	86583095	86680822	1	lncRNA
ENSGALG00000054719			1	86061580	86076101	-1	lncRNA
ENSGALG00000052679			1	106317	118568	-1	lncRNA
ENSGALG00000043225			KZ626837.1	1841875	1905100	-1	lncRNA
ENSGALG00000053017			KZ626837.1	1831531	1847391	-1	lncRNA
ENSGALG00000047468			KZ626837.1	1753592	1755974	-1	lncRNA
ENSGALG00000027712	SLAMF8	SLAM family member 8 [Source:NCBI gene;Acc:768588]	25	2516848	2520385	1	protein_coding
ENSGALG00000033570		coiled-coil domain containing 15 [Source:NCBI gene;Acc:419705]	24	252913	269196	-1	protein_coding
ENSGALG00000054529			27	2112536	2119895	1	lncRNA
ENSGALG00000054064			KZ626837.1	514647	1061559	1	lncRNA
ENSGALG00000050614			27	2060290	2160360	1	lncRNA
ENSGALG00000048161			3	81087303	81091366	-1	lncRNA
ENSGALG00000043500			KZ626837.1	1820283	1863797	1	lncRNA
ENSGALG00000050476			27	2051789	2053888	1	lncRNA
ENSGALG00000047107			3	81054942	81062742	1	lncRNA
ENSGALG00000048845			27	1789783	1791782	1	lncRNA
ENSGALG00000055100			3	80988951	80998701	-1	lncRNA
ENSGALG00000051653			27	1760171	1775965	1	lncRNA
ENSGALG00000047133			AADN05001417.1	4500	12955	-1	lncRNA
ENSGALG00000051134			27	1742353	1748839	1	lncRNA
ENSGALG00000047700			3	80241064	80256818	-1	lncRNA
ENSGALG00000053352			27	1739872	1768548	-1	lncRNA
ENSGALG00000041312			3	80106902	80199236	-1	lncRNA
ENSGALG00000053660			3	79860227	79908681	-1	lncRNA
ENSGALG00000052281			3	79684829	79690853	1	lncRNA
ENSGALG00000050029			27	1724543	1729960	-1	lncRNA
ENSGALG00000054346			3	79651891	79669373	1	lncRNA
ENSGALG00000050871			27	1716776	1759319	1	lncRNA
ENSGALG00000052699			27	1716776	1769351	-1	lncRNA
ENSGALG00000050812			3	79424192	79431838	1	lncRNA
ENSGALG00000054349			Z	31231952	31244487	1	lncRNA
ENSGALG00000053532			Z	30270421	30285301	-1	lncRNA
ENSGALG00000050645			9	14464779	14474823	-1	lncRNA
ENSGALG00000052045			9	14401052	14474824	-1	lncRNA
ENSGALG00000047059			9	14316705	14344686	-1	lncRNA
ENSGALG00000052948			9	14296050	14312353	-1	lncRNA
ENSGALG00000051830			8	20241531	20247128	1	lncRNA
ENSGALG00000048997			9	14290784	14292057	1	lncRNA
ENSGALG00000051183			9	13149888	13160078	-1	lncRNA
ENSGALG00000046679			8	20147159	20154512	1	lncRNA
ENSGALG00000052257			9	13149888	13160086	-1	lncRNA
ENSGALG00000049400			9	13110923	13133582	-1	lncRNA
ENSGALG00000046837			9	14850863	14861506	1	lncRNA
ENSGALG00000016536	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit [Source:NCBI gene;Acc:395929]	3	104913067	104937303	-1	protein_coding
ENSGALG00000049292			30	1492076	1499617	-1	protein_coding
ENSGALG00000052379			9	14347633	14362633	-1	lncRNA
ENSGALG00000054798			9	14344778	14347642	1	lncRNA
ENSGALG00000050903			8	1104484	1114072	-1	lncRNA
ENSGALG00000047759			8	1085113	1107488	-1	lncRNA
ENSGALG00000053412			31	891597	908754	-1	protein_coding
ENSGALG00000000497		chromosome 26 open reading frame, human C6orf222 [Source:NCBI gene;Acc:419812]	26	1533127	1536766	-1	protein_coding
ENSGALG00000053348			8	597116	623042	-1	lncRNA
ENSGALG00000049780		U5 small nuclear ribonucleoprotein 200 kDa helicase-like [Source:NCBI gene;Acc:112530170]	22	3663296	3664720	1	protein_coding
ENSGALG00000047412		poly [ADP-ribose] polymerase 10-like [Source:NCBI gene;Acc:112530987]	30	1477520	1500970	1	protein_coding
ENSGALG00000009683	NEK1	NIMA related kinase 1 [Source:NCBI gene;Acc:422433]	4	25395535	25437030	1	protein_coding
ENSGALG00000049900			31	832318	836649	-1	protein_coding
ENSGALG00000015464	PTGFRN	prostaglandin F2 receptor inhibitor [Source:NCBI gene;Acc:418449]	1	93435286	93470481	1	protein_coding
ENSGALG00000001124	LHX2	LIM homeobox 2 [Source:NCBI gene;Acc:395705]	17	9524055	9542497	1	protein_coding
ENSGALG00000013993	VNN1	vanin 1 [Source:NCBI gene;Acc:421702]	3	56889501	56916337	1	protein_coding
ENSGALG00000037675	COL14A1	collagen type XIV alpha 1 chain [Source:NCBI gene;Acc:396276]	2	136788122	136908061	1	protein_coding
ENSGALG00000052555			8	542826	623040	-1	lncRNA
ENSGALG00000033767			9	13852162	13855980	-1	lncRNA
ENSGALG00000048335			8	1713265	1716626	-1	lncRNA
ENSGALG00000051503			9	13792994	13802544	1	lncRNA
ENSGALG00000049168			9	13768256	13802571	-1	lncRNA
ENSGALG00000053067			9	13753480	13767075	-1	lncRNA
ENSGALG00000048595			8	1252071	1271124	-1	lncRNA
ENSGALG00000048479			9	13388768	13397448	1	lncRNA
ENSGALG00000054610			1	171624049	171638232	-1	lncRNA
ENSGALG00000049975			AADN05001347.1	901	7601	1	lncRNA
ENSGALG00000054283			8	1121688	1146853	-1	lncRNA
ENSGALG00000051011			1	171589850	171638693	1	lncRNA
ENSGALG00000047619			AADN05001347.1	21	5131	-1	lncRNA
ENSGALG00000052367			8	1056572	1080630	-1	lncRNA
ENSGALG00000050758			1	171497990	171501651	-1	lncRNA
ENSGALG00000053009			8	1016072	1030837	-1	lncRNA
ENSGALG00000048943			8	1004110	1013203	-1	lncRNA
ENSGALG00000052685			8	941877	981699	-1	lncRNA
ENSGALG00000049809			1	171466502	171476314	-1	lncRNA
ENSGALG00000048836			8	715737	835787	-1	lncRNA
ENSGALG00000052822			1	171305216	171336670	-1	lncRNA
ENSGALG00000050234			8	643880	692683	-1	lncRNA
ENSGALG00000053718			1	171140056	171157355	1	lncRNA
ENSGALG00000051720			8	516467	529352	-1	lncRNA
ENSGALG00000048894			1	171087887	171108174	-1	lncRNA
ENSGALG00000053256			1	170897735	170954795	1	lncRNA
ENSGALG00000054601			8	474054	507786	-1	lncRNA
ENSGALG00000050514			1	170793116	170833917	-1	lncRNA
ENSGALG00000054024			8	427075	430953	-1	lncRNA
ENSGALG00000052631			8	324630	327378	-1	lncRNA
ENSGALG00000029528	KIRREL1	kin of IRRE like (Drosophila) [Source:NCBI gene;Acc:425302]	25	2487750	2508685	1	protein_coding
ENSGALG00000009502	ATE1	arginyltransferase 1 [Source:NCBI gene;Acc:423936]	6	31972921	32042255	-1	protein_coding
ENSGALG00000051995			1	175349766	175407942	1	lncRNA
ENSGALG00000050238			AADN05001288.1	2216	11741	1	lncRNA
ENSGALG00000053821			8	324630	327378	1	lncRNA
ENSGALG00000052226			1	170738574	170754009	1	lncRNA
ENSGALG00000047374			1	175277315	175322274	1	lncRNA
ENSGALG00000047721			31	779716	790080	1	protein_coding
ENSGALG00000001661	SLC22A7	solute carrier family 22 member 7 [Source:NCBI gene;Acc:416712]	3	16081562	16095818	1	protein_coding
ENSGALG00000054250		voltage-dependent P/Q-type calcium channel subunit alpha-1A-like [Source:NCBI gene;Acc:107050975]	30	1471476	1477699	-1	protein_coding
ENSGALG00000043260			AADN05001288.1	76	23170	-1	lncRNA
ENSGALG00000008435	SUMO1	small ubiquitin-like modifier 1 [Source:NCBI gene;Acc:373930]	7	11763927	11776913	-1	protein_coding
ENSGALG00000026417			17	9507606	9507778	1	misc_RNA
ENSGALG00000048459	GAREM2	GRB2 associated regulator of MAPK1 subtype 2 [Source:NCBI gene;Acc:770888]	3	104904767	104912223	1	protein_coding
ENSGALG00000036942	KCNA3	potassium voltage-gated channel subfamily A member 3 [Source:NCBI gene;Acc:404303]	26	1492029	1493771	-1	protein_coding
ENSGALG00000042474	FOXD2	forkhead box D2 [Source:NCBI gene;Acc:395795]	8	22337943	22339289	1	pseudogene
ENSGALG00000028153		forkhead box E3 [Source:NCBI gene;Acc:772006]	8	22326174	22327334	1	protein_coding
ENSGALG00000053103			1	170650886	170665803	-1	lncRNA
ENSGALG00000047113			8	158537	163777	-1	lncRNA
ENSGALG00000034183			AADN05001288.1	76	23170	1	lncRNA
ENSGALG00000050493			1	170437773	170440157	-1	lncRNA
ENSGALG00000049298			1	175253196	175281692	1	lncRNA
ENSGALG00000047974			1	170029045	170035511	-1	lncRNA
ENSGALG00000052543			1	175051920	175128476	-1	lncRNA
ENSGALG00000031392			1	169717070	169741966	1	lncRNA
ENSGALG00000054213			1	174914262	174920828	1	lncRNA
ENSGALG00000048156			1	174859806	174861710	1	lncRNA
ENSGALG00000029950			1	174623725	174665873	1	lncRNA
ENSGALG00000052701			1	174065105	174075770	-1	lncRNA
ENSGALG00000049842			1	173962073	173969241	-1	lncRNA
ENSGALG00000051994			1	173959551	173973048	1	lncRNA
ENSGALG00000051912			1	173810485	173813264	-1	lncRNA
ENSGALG00000053287			14	16159881	16180338	1	lncRNA
ENSGALG00000051216			14	16155992	16181369	-1	lncRNA
ENSGALG00000047779			14	15984884	15986289	-1	lncRNA
ENSGALG00000042265			14	15424288	15426194	-1	lncRNA
ENSGALG00000048726			5	34326148	34334545	-1	lncRNA
ENSGALG00000052110			1	11455652	11476116	-1	lncRNA
ENSGALG00000050337			14	15240125	15245053	-1	lncRNA
ENSGALG00000053789			1	11139951	11155538	1	lncRNA
ENSGALG00000053909			5	34963699	35005792	-1	lncRNA
ENSGALG00000047680			31	764722	767822	1	protein_coding
ENSGALG00000051628			25	2473278	2475688	-1	protein_coding
ENSGALG00000013031	CECR1	cat eye syndrome chromosome region, candidate 1 [Source:NCBI gene;Acc:418160]	1	61651327	61672321	-1	protein_coding
ENSGALG00000000442	KCNA2	potassium voltage-gated channel subfamily A member 2 [Source:NCBI gene;Acc:395117]	26	1469306	1471568	-1	protein_coding
ENSGALG00000052297			1	11118999	11154125	-1	lncRNA
ENSGALG00000039097			14	15178646	15188586	-1	lncRNA
ENSGALG00000001883	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:NCBI gene;Acc:396159]	18	4308786	4315058	1	protein_coding
ENSGALG00000028552			17	9451334	9451518	1	misc_RNA
ENSGALG00000009519	ARG2	arginase 2 [Source:NCBI gene;Acc:423272]	5	29074720	29091937	1	protein_coding
ENSGALG00000006976		3-hydroxybutyrate dehydrogenase, type 1 B [Source:NCBI gene;Acc:424892]	9	12801542	12825362	1	protein_coding
ENSGALG00000025640	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	17	9340398	9340536	-1	snRNA
ENSGALG00000042096			1	11009879	11016787	-1	lncRNA
ENSGALG00000052736			5	34694729	34702999	1	lncRNA
ENSGALG00000055032			1	10881727	10884579	1	lncRNA
ENSGALG00000052776			14	14886885	14918432	-1	lncRNA
ENSGALG00000048859			1	10411936	10414434	-1	lncRNA
ENSGALG00000039355			1	10360153	10375841	-1	lncRNA
ENSGALG00000034973	FZD7	frizzled class receptor 7 [Source:NCBI gene;Acc:374060]	7	11682384	11685456	1	protein_coding
ENSGALG00000047862			31	747304	747468	1	protein_coding
ENSGALG00000052597			5	34295090	34308342	1	lncRNA
ENSGALG00000054857			5	33967979	34007649	1	lncRNA
ENSGALG00000047311			5	33964441	33975792	-1	lncRNA
ENSGALG00000050612			5	33893856	33901873	-1	lncRNA
ENSGALG00000047746			5	33745802	33940089	1	lncRNA
ENSGALG00000050435			1	145283060	145301955	-1	lncRNA
ENSGALG00000052943			1	145263635	145266610	1	lncRNA
ENSGALG00000047786			1	144896930	144916692	1	lncRNA
ENSGALG00000052299			1	144266293	144269190	1	lncRNA
ENSGALG00000050355			1	144090755	144096976	-1	lncRNA
ENSGALG00000037548			AADN05001240.1	21	2025	1	lncRNA
ENSGALG00000053994			6	28301127	28316590	1	lncRNA
ENSGALG00000053161			6	28218217	28234803	1	lncRNA
ENSGALG00000046870			6	28217998	28228612	1	lncRNA
ENSGALG00000054639			6	28217983	28229841	1	lncRNA
ENSGALG00000049592			6	27327739	27338878	-1	lncRNA
ENSGALG00000051975			2	92445145	92460575	1	lncRNA
ENSGALG00000048385			2	92442079	92447179	1	lncRNA
ENSGALG00000054814			2	92298887	92320733	1	lncRNA
ENSGALG00000051294			6	28572066	28597382	-1	lncRNA
ENSGALG00000048619			6	28344330	28347288	1	lncRNA
ENSGALG00000054118			2	92298794	92320699	1	lncRNA
ENSGALG00000048535			6	28258698	28261991	1	lncRNA
ENSGALG00000048317			31	728825	731808	1	protein_coding
ENSGALG00000035842	SLC37A2	solute carrier family 37 (glucose-6-phosphate transporter), member 2 [Source:NCBI gene;Acc:419704]	24	243549	252197	-1	protein_coding
ENSGALG00000037400			14	7133469	7135314	-1	lncRNA
ENSGALG00000047626			6	28197163	28202801	1	lncRNA
ENSGALG00000049416			2	91827090	91829841	1	lncRNA
ENSGALG00000049123			14	7048582	7055360	1	lncRNA
ENSGALG00000051526			2	93565903	93591488	-1	lncRNA
ENSGALG00000046948			6	27962136	27975134	1	lncRNA
ENSGALG00000049760			14	6964947	6973315	-1	lncRNA
ENSGALG00000037124			2	92987987	92998716	1	lncRNA
ENSGALG00000054520			14	6964892	6967910	1	lncRNA
ENSGALG00000052839			2	92804230	92811582	1	lncRNA
ENSGALG00000050428			6	27530730	27569179	-1	lncRNA
ENSGALG00000052216			6	27320452	27337830	-1	lncRNA
ENSGALG00000052188			2	92416845	92429809	1	lncRNA
ENSGALG00000053513			14	6596941	6598979	-1	lncRNA
ENSGALG00000047128			2	92062890	92113522	1	lncRNA
ENSGALG00000050949			2	91897979	91899616	-1	lncRNA
ENSGALG00000051688			6	27260350	27270889	1	lncRNA
ENSGALG00000048783			6	27225590	27235541	1	lncRNA
ENSGALG00000051591			26	2648119	2652984	1	lncRNA
ENSGALG00000011405	SLC4A7	solute carrier family 4 member 7 [Source:NCBI gene;Acc:420658]	2	38388128	38516426	-1	protein_coding
ENSGALG00000042642	RARRES2	retinoic acid receptor responder (tazarotene induced) 2 [Source:NCBI gene;Acc:420366]	2	457092	458880	1	protein_coding
ENSGALG00000037616			6	26929409	26933520	-1	lncRNA
ENSGALG00000054331			6	26899991	26916301	1	lncRNA
ENSGALG00000042030	P4HA3	prolyl 4-hydroxylase subunit alpha 3 [Source:NCBI gene;Acc:419057]	1	196016274	196022241	1	protein_coding
ENSGALG00000000441	KCNA10	potassium voltage-gated channel subfamily A member 10 [Source:NCBI gene;Acc:395116]	26	1438259	1442793	-1	protein_coding
ENSGALG00000051741			14	6104674	6108463	-1	lncRNA
ENSGALG00000054720			6	26867323	26898489	1	lncRNA
ENSGALG00000052109			14	6036070	6038423	-1	lncRNA
ENSGALG00000054816			14	6030110	6033002	-1	lncRNA
ENSGALG00000054969			6	26854632	26873479	1	lncRNA
ENSGALG00000053289			14	6006199	6010389	-1	lncRNA
ENSGALG00000046701			31	719299	724721	-1	protein_coding
ENSGALG00000016868	NALCN	sodium leak channel, non-selective [Source:NCBI gene;Acc:418770]	1	144950412	145152965	1	protein_coding
ENSGALG00000053667		CD2 molecule [Source:NCBI gene;Acc:768858]	1	93356698	93367762	1	protein_coding
ENSGALG00000019355	CPSF6	cleavage and polyadenylation specific factor 6 [Source:NCBI gene;Acc:417844]	1	35503179	35528253	1	protein_coding
ENSGALG00000047123			14	5969275	5975391	-1	lncRNA
ENSGALG00000051464			14	5844133	5864307	-1	lncRNA
ENSGALG00000050079			AADN05001232.1	519	4410	1	lncRNA
ENSGALG00000054218			1	186675217	186688775	-1	lncRNA
ENSGALG00000052229			1	187582455	187586281	-1	lncRNA
ENSGALG00000052909			1	187579959	187583742	1	lncRNA
ENSGALG00000048074			25	3855579	3857110	1	lncRNA
ENSGALG00000049645			1	187531770	187568384	1	lncRNA
ENSGALG00000053676			25	3854980	3857110	-1	lncRNA
ENSGALG00000054623			1	187166125	187185299	1	lncRNA
ENSGALG00000047778			1	186481898	186486054	1	lncRNA
ENSGALG00000051592			1	186189506	186203613	-1	lncRNA
ENSGALG00000053530			26	2880212	2882943	1	lncRNA
ENSGALG00000047896			25	3809670	3812556	1	lncRNA
ENSGALG00000054022			1	185912084	185975486	-1	lncRNA
ENSGALG00000047875			1	196007314	196008356	1	protein_coding
ENSGALG00000009510	PIGH	phosphatidylinositol glycan anchor biosynthesis class H [Source:NCBI gene;Acc:423271]	5	29068716	29074495	-1	protein_coding
ENSGALG00000004562	HVCN1	hydrogen voltage gated channel 1 [Source:NCBI gene;Acc:416871]	15	6282908	6293393	-1	protein_coding
ENSGALG00000000650	NIP7	NIP7, nucleolar pre-rRNA processing protein [Source:NCBI gene;Acc:415863]	11	18933246	18934623	1	protein_coding
ENSGALG00000028960	NEU3	neuraminidase 3 [Source:NCBI gene;Acc:430542]	1	196009412	196013046	1	protein_coding
ENSGALG00000051242			31	684339	689517	-1	protein_coding
ENSGALG00000039816			25	3791789	3805310	1	lncRNA
ENSGALG00000053862			25	3773621	3777349	-1	lncRNA
ENSGALG00000047983			1	185849508	185992637	1	lncRNA
ENSGALG00000047270		chromosome 1 open reading frame 186 [Source:NCBI gene;Acc:101752310]	26	2361133	2365315	1	lncRNA
ENSGALG00000050587			1	185710623	185712905	-1	lncRNA
ENSGALG00000018702		uncharacterized LOC770126 [Source:NCBI gene;Acc:770126]	25	3764215	3767662	1	lncRNA
ENSGALG00000042995			26	2214429	2216731	-1	lncRNA
ENSGALG00000040336			25	3761139	3764402	-1	lncRNA
ENSGALG00000047570			25	3757434	3763309	1	lncRNA
ENSGALG00000049963			26	2133710	2139851	-1	lncRNA
ENSGALG00000054594			26	2117323	2125297	-1	lncRNA
ENSGALG00000038926		uncharacterized LOC101749138 [Source:NCBI gene;Acc:101749138]	2	446008	452615	-1	protein_coding
ENSGALG00000040002		CD244 molecule [Source:NCBI gene;Acc:425935]	25	2471754	2479000	-1	protein_coding
ENSGALG00000008411	GHRL	ghrelin/obestatin prepropeptide [Source:NCBI gene;Acc:408185]	12	19849378	19852107	-1	protein_coding
ENSGALG00000013026	HDHD5	cat eye syndrome chromosome region, candidate 5 [Source:NCBI gene;Acc:418159]	1	61644952	61654448	-1	protein_coding
ENSGALG00000047751			25	3476789	3478915	-1	lncRNA
ENSGALG00000044191			26	2104564	2109597	-1	lncRNA
ENSGALG00000052681			25	3476789	3479574	1	lncRNA
ENSGALG00000051835			26	1664482	1666287	1	lncRNA
ENSGALG00000047898			25	3468985	3475259	-1	lncRNA
ENSGALG00000028346			26	1576880	1580042	-1	lncRNA
ENSGALG00000048377			25	3466995	3468867	-1	lncRNA
ENSGALG00000053036			26	1576316	1581262	1	lncRNA
ENSGALG00000049021			25	3301785	3303773	-1	lncRNA
ENSGALG00000052744			26	1523211	1526220	-1	lncRNA
ENSGALG00000051668			25	3057183	3090868	1	lncRNA
ENSGALG00000048581			AADN05001283.1	392	12744	1	lncRNA
ENSGALG00000046959			25	3037748	3040477	1	lncRNA
ENSGALG00000051307			AADN05001283.1	392	14996	-1	lncRNA
ENSGALG00000054815			25	3035641	3040477	-1	lncRNA
ENSGALG00000008428	CDK15	cyclin dependent kinase 15 [Source:HGNC Symbol;Acc:HGNC:14434]	7	11591958	11617897	1	protein_coding
ENSGALG00000003727	HAUS8	HAUS augmin like complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:30532]	28	4303372	4312690	1	protein_coding
ENSGALG00000050713			KZ626835.1	1173558	1183743	1	lncRNA
ENSGALG00000049946			25	2797633	2802536	-1	lncRNA
ENSGALG00000054360			25	2696014	2698297	-1	lncRNA
ENSGALG00000053624			25	2645368	2658858	1	lncRNA
ENSGALG00000051467		uncharacterized LOC101750757 [Source:NCBI gene;Acc:101750757]	25	2481999	2487729	1	lncRNA
ENSGALG00000037026			25	2449884	2452245	-1	lncRNA
ENSGALG00000047991			21	5118510	5122193	-1	lncRNA
ENSGALG00000054006			25	2065059	2069008	-1	lncRNA
ENSGALG00000044688			21	4845445	4847413	-1	lncRNA
ENSGALG00000036839			KZ626835.1	1142370	1144523	-1	lncRNA
ENSGALG00000033093			21	4432087	4444598	1	lncRNA
ENSGALG00000048852			KZ626835.1	1139882	1142250	1	lncRNA
ENSGALG00000054830			KZ626835.1	1085466	1107710	1	lncRNA
ENSGALG00000051379			21	4241333	4249983	1	lncRNA
ENSGALG00000054638			KZ626835.1	1018502	1020816	1	lncRNA
ENSGALG00000047243			21	4058938	4060608	1	lncRNA
ENSGALG00000053488			21	4054061	4058696	-1	lncRNA
ENSGALG00000054980			KZ626835.1	956037	996025	1	lncRNA
ENSGALG00000035783			KZ626835.1	842353	935679	-1	lncRNA
ENSGALG00000049062			KZ626835.1	558887	581133	1	lncRNA
ENSGALG00000016535	RAB10	RAB10, member RAS oncogene family [Source:NCBI gene;Acc:421994]	3	104865999	104903427	1	protein_coding
ENSGALG00000033271	PFKM	phosphofructokinase, muscle [Source:NCBI gene;Acc:374064]	33	7260322	7265353	-1	protein_coding
ENSGALG00000049243			KZ626835.1	531844	560177	1	lncRNA
ENSGALG00000040133			KZ626835.1	418070	420043	1	lncRNA
ENSGALG00000048812			AADN05001513.1	15857	30290	1	lncRNA
ENSGALG00000050538			KZ626835.1	210614	379795	-1	lncRNA
ENSGALG00000048485			AADN05001513.1	6053	14739	1	lncRNA
ENSGALG00000037178			AADN05001513.1	4265	24678	-1	lncRNA
ENSGALG00000039919			KZ626835.1	99172	123252	1	lncRNA
ENSGALG00000048111			KZ626835.1	6404	13910	-1	lncRNA
ENSGALG00000052548			Z	33153703	33189587	-1	lncRNA
ENSGALG00000054261			Z	32274970	32281085	1	lncRNA
ENSGALG00000054332			Z	32263422	32278000	-1	lncRNA
ENSGALG00000049291			Z	31701447	31710255	1	lncRNA
ENSGALG00000045154			Z	31556831	31559960	1	lncRNA
ENSGALG00000051724			Z	31548048	31554526	1	lncRNA
ENSGALG00000054392			Z	31511854	31533487	1	lncRNA
ENSGALG00000047147			19	4858039	4865572	1	lncRNA
ENSGALG00000054047			19	4406275	4410443	-1	lncRNA
ENSGALG00000001885		uroplakin 3B-like [Source:NCBI gene;Acc:417514]	19	4324550	4326231	-1	lncRNA
ENSGALG00000030792			19	4258521	4273329	1	lncRNA
ENSGALG00000045366			19	3835685	3845862	1	lncRNA
ENSGALG00000050718			19	3832334	3894357	-1	lncRNA
ENSGALG00000048274			19	3636816	3646782	1	lncRNA
ENSGALG00000052222			1	71152949	71198586	1	lncRNA
ENSGALG00000050957			1	71423218	71432918	-1	lncRNA
ENSGALG00000047503			1	71095001	71103367	1	lncRNA
ENSGALG00000046905			1	71079171	71088003	1	lncRNA
ENSGALG00000047006			31	655371	658250	1	protein_coding
ENSGALG00000008627	TTBK1	tau tubulin kinase 1 [Source:NCBI gene;Acc:416713]	3	15979242	16071844	1	protein_coding
ENSGALG00000052440			3	19718178	19745297	1	lncRNA
ENSGALG00000035970			1	71078664	71102509	-1	lncRNA
ENSGALG00000043126		component of oligomeric golgi complex 8 [Source:NCBI gene;Acc:769684]	11	18930459	18933187	-1	protein_coding
ENSGALG00000019036	SPCS2	signal peptidase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28962]	1	196002497	196007134	1	protein_coding
