geneSymbol	Chromosome	GeneStart	GeneEnd	GeneType	GeneName	GeneDescription	logFC_brain	logCPM_brain	Pvalue_brain	adjP_brain	logFC_gonad	logCPM_gonad	Pvalue_gonad	adjP_gonad
ENSCJPG00005005011	1	9140331	9461849	protein_coding	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1 [Source:NCBI gene;Acc:107321641]	-0.169724423	7.585249448	0.670832888	0.999994659	0.576845477	5.294147875	0.034954999	0.049471758
ENSCJPG00005005049	1	9526075	9586399	protein_coding	HGF	hepatocyte growth factor [Source:NCBI gene;Acc:107321440]	0.856816482	2.155574121	0.082976985	0.999994659	-3.879289018	4.485939151	4.91E-17	2.62E-16
ENSCJPG00005005056	1	9622392	9702053	lncRNA			2.540702395	-2.508111261	0.13728923	0.999994659	8.791756025	0.876322549	1.58E-20	1.01E-19
ENSCJPG00005005085	1	9867095	10014131	protein_coding	SEMA3C	semaphorin 3C [Source:NCBI gene;Acc:107321267]	0.24579211	3.964916904	0.444703138	0.999994659	0.391611356	6.22145373	0.336311634	0.387001967
ENSCJPG00005005096	1	10036329	10072027	protein_coding	CD36	CD36 molecule [Source:NCBI gene;Acc:107321009]	0.730480012	0.180362141	0.196355889	0.999994659	-1.841293308	4.163735883	1.35E-10	4.71E-10
ENSCJPG00005005106	1	10108320	10138523	protein_coding	GNAT3	guanine nucleotide-binding protein G(t) subunit alpha-3-like [Source:NCBI gene;Acc:107320613]	1.771434227	-2.613114289	0.283988831	0.999994659	2.59835597	-0.914678687	0.016208632	0.024256169
ENSCJPG00005005114	1	10212822	10243551	protein_coding	GNAI1	guanine nucleotide-binding protein G(i) subunit alpha-1 [Source:NCBI gene;Acc:107320948]	0.001549838	6.998051958	0.994430914	0.999994659	-0.147136857	5.411952983	0.45179887	0.502946406
ENSCJPG00005005115	1	10262417	10332739	lncRNA			0.136877196	-1.711710221	0.89364538	0.999994659	-0.484693135	-2.628883789	0.742272865	0.77856032
ENSCJPG00005005134	1	10511631	10516032	protein_coding			0.187021781	1.93592804	0.641180025	0.999994659	-1.800159155	0.486682559	0.001452059	0.002553223
ENSCJPG00005005144	1	10901194	11163273	protein_coding	MAGI2	"membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2-like [Source:NCBI gene;Acc:107322541]"	-0.03805925	6.84097088	0.880421901	0.999994659	-1.8699004	3.280108435	3.07E-08	8.91E-08
ENSCJPG00005005148	1	11204803	11237044	protein_coding	PHTF2	putative homeodomain transcription factor 2 [Source:NCBI gene;Acc:107322605]	0.045719744	4.153664034	0.86987884	0.999994659	3.56478415	6.395478443	6.26E-44	9.82E-43
ENSCJPG00005005224	1	11259924	11260328	protein_coding	TMEM60	transmembrane protein 60 [Source:NCBI gene;Acc:107322774]	-0.037479898	3.98321621	0.877929895	0.999994659	0.716859543	4.86712079	0.012687058	0.019415379
ENSCJPG00005005229	1	11265708	11308025	protein_coding	RSBN1L	round spermatid basic protein 1 like [Source:NCBI gene;Acc:107322982]	-0.091613845	6.1620427	0.698693328	0.999994659	0.870609238	6.338995543	5.82E-05	0.000122468
ENSCJPG00005005283	1	11315468	11371808	protein_coding	PTPN12	protein tyrosine phosphatase non-receptor type 12 [Source:NCBI gene;Acc:107323559]	-0.10431388	5.766619709	0.666777264	0.999994659	-0.022340994	6.28069778	0.896589265	0.91396325
ENSCJPG00005005285	1	11405208	11440949	protein_coding	GSAP	gamma-secretase activating protein [Source:NCBI gene;Acc:107323330]	-0.004197733	4.430886044	0.993017537	0.999994659	-0.223981583	5.072084716	0.400669084	0.452287873
ENSCJPG00005005286	1	11442279	11471072	protein_coding	CCDC146	coiled-coil domain containing 146 [Source:NCBI gene;Acc:107323131]	0.168545324	2.674968664	0.741389204	0.999994659	8.576641697	8.540303336	3.57E-226	9.54E-224
ENSCJPG00005005310	1	11483451	11489146	protein_coding	FGL2	fibrinogen like 2 [Source:NCBI gene;Acc:107323635]	0.584507634	4.713019976	0.442261509	0.999994659	-2.600175729	4.76205575	1.46E-08	4.36E-08
ENSCJPG00005005312	1	11502471	11533371	protein_coding	FAM185A	family with sequence similarity 185 member A [Source:NCBI gene;Acc:107323769]	-0.227537726	4.201509356	0.431059597	0.999994659	-0.984796345	5.045940593	3.03E-06	7.25E-06
ENSCJPG00005005324	1	11536117	11603212	protein_coding	FBXL13	F-box and leucine rich repeat protein 13 [Source:NCBI gene;Acc:107323471]	-0.196270189	-0.433644966	0.749017415	0.999994659	8.194632316	6.9607279	2.54E-47	4.44E-46
ENSCJPG00005005342	1	11564364	11579612	protein_coding	LRRC17	leucine rich repeat containing 17 [Source:NCBI gene;Acc:107323704]	-0.733122924	1.37755844	0.395364344	0.999994659	-3.42201708	3.622493349	1.37E-07	3.74E-07
ENSCJPG00005005348	1	11603538	11609337	protein_coding	ARMC10	armadillo repeat containing 10 [Source:NCBI gene;Acc:107324236]	0.032760863	3.108236249	0.943131575	0.999994659	0.87149256	3.585693655	0.00359878	0.005979511
ENSCJPG00005005352	1	11611167	11630594	protein_coding	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D [Source:NCBI gene;Acc:107323995]	0.222935793	6.629923179	0.469840387	0.999994659	2.079494399	6.546082546	1.37E-09	4.45E-09
ENSCJPG00005005354	1	11649021	11656174	protein_coding	PMPCB	"peptidase, mitochondrial processing beta subunit [Source:NCBI gene;Acc:107324744]"	0.007184813	6.204336774	0.969835423	0.999994659	0.795382842	6.845065544	1.14E-07	3.13E-07
ENSCJPG00005005360	1	11656327	11672316	protein_coding	DNAJC2	DnaJ heat shock protein family (Hsp40) member C2 [Source:NCBI gene;Acc:107324652]	0.006173828	6.012137991	0.976820428	0.999994659	1.082954902	7.52991316	2.55E-12	1.01E-11
ENSCJPG00005005450	1	11671279	11678095	protein_coding	PSMC2	"proteasome 26S subunit, ATPase 2 [Source:NCBI gene;Acc:107324868]"	-0.006298918	7.221474943	0.973750122	0.999994659	1.599432756	8.750208211	6.47E-30	6.17E-29
ENSCJPG00005005741	1	11677123	11698920	protein_coding	SLC26A5	solute carrier family 26 member 5 [Source:NCBI gene;Acc:107324413]	-0.072491368	5.229213661	0.781788938	0.999994659	0.357844905	5.477905619	0.106148366	0.137127625
ENSCJPG00005006066	1	11722865	11972776	protein_coding	RELN	reelin [Source:NCBI gene;Acc:107324286]	-1.088672722	10.79083829	0.277137243	0.999994659	-1.050913795	5.476824688	0.010263552	0.015927229
ENSCJPG00005006402	1	12000290	12056656	protein_coding	ORC5	origin recognition complex subunit 5 [Source:NCBI gene;Acc:107325026]	0.090471727	4.125784663	0.739762879	0.999994659	-0.17412427	5.159670423	0.446595345	0.497990076
ENSCJPG00005006445	1	12105062	12322332	protein_coding	LHFPL3	LHFPL tetraspan subfamily member 3 [Source:NCBI gene;Acc:107325392]	-0.008992854	5.182957392	0.978859582	0.999994659	1.468861423	-0.593789922	0.030719168	0.044119931
ENSCJPG00005006452	1	12371279	12373086	lncRNA			-0.073861982	0.832647562	0.88923956	0.999994659	2.523979507	1.917448884	7.76E-09	2.38E-08
ENSCJPG00005006457	1	12374719	12428673	protein_coding	KMT2E	lysine methyltransferase 2E [Source:NCBI gene;Acc:107325180]	-0.022011248	8.037305038	0.916529974	0.999994659	1.168247977	8.167363592	1.79E-09	5.76E-09
ENSCJPG00005006479	1	12430280	12509839	protein_coding	SRPK2	SRSF protein kinase 2 [Source:NCBI gene;Acc:107325242]	0.171867965	8.383548338	0.553291473	0.999994659	0.943000362	6.905555428	1.19E-07	3.27E-07
ENSCJPG00005006523	1	12571459	12589578	protein_coding	PUS7	pseudouridine synthase 7 [Source:NCBI gene;Acc:107305992]	0.043000633	4.796381149	0.855811659	0.999994659	0.942225019	6.204726712	7.43E-09	2.29E-08
ENSCJPG00005006602	1	12590661	12600524	protein_coding	RINT1	RAD50 interactor 1 [Source:NCBI gene;Acc:107305918]	-0.029210097	5.90566398	0.884826207	0.999994659	-0.595068636	5.96820025	0.000446211	0.000841164
ENSCJPG00005006604	1	12601666	12602401	protein_coding			0.355318061	2.907461431	0.312163334	0.999994659	5.571156736	5.290294587	4.02E-40	5.52E-39
ENSCJPG00005006605	1	12611386	12703577	protein_coding	ATXN7L1	ataxin 7 like 1 [Source:NCBI gene;Acc:107325855]	-0.029433827	5.962013379	0.883895919	0.999994659	0.254445031	5.609529515	0.131881198	0.167422845
ENSCJPG00005006608	1	12726807	12753545	protein_coding		cadherin related family member 3 [Source:NCBI gene;Acc:107325681]	-0.241535037	1.793443069	0.646479066	0.999994659	3.237318337	3.433539693	7.04E-19	4.13E-18
ENSCJPG00005006609	1	12762089	12765470	protein_coding	SYPL1	synaptophysin like 1 [Source:NCBI gene;Acc:107306245]	-0.682679251	-1.023900447	0.45063916	0.999994659	-0.458285826	6.888841419	0.015972177	0.023932123
ENSCJPG00005006622	1	12788570	12812863	protein_coding	NAMPT	nicotinamide phosphoribosyltransferase [Source:NCBI gene;Acc:107306334]	-0.128762974	6.049179269	0.569061368	0.999994659	1.570806017	7.24112053	9.10E-13	3.71E-12
ENSCJPG00005006642	1	12905002	12906166	protein_coding	CCDC71L	coiled-coil domain containing 71 like [Source:NCBI gene;Acc:107306571]	0.094390466	2.467890483	0.777984709	0.999994659	-2.686787118	4.147997659	2.50E-21	1.65E-20
ENSCJPG00005006644	1	12932332	12961232	protein_coding	PIK3CG	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:NCBI gene;Acc:107306688]"	0.081658223	6.659670828	0.705275403	0.999994659	-0.11898974	5.770897282	0.480452117	0.530420462
ENSCJPG00005006646	1	12982325	13049530	protein_coding		protein kinase cAMP-dependent type II regulatory subunit beta [Source:NCBI gene;Acc:107307213]	0.188302816	5.839536215	0.608895067	0.999994659	0.148330251	4.63565105	0.543609749	0.591417873
ENSCJPG00005006658	1	13055942	13067850	protein_coding	HBP1	HMG-box transcription factor 1 [Source:NCBI gene;Acc:107307037]	0.00070843	5.020267523	0.997745158	0.999994659	0.239927071	6.090112187	0.129565501	0.16480958
ENSCJPG00005006745	1	13069639	13245013	protein_coding	COG5	component of oligomeric golgi complex 5 [Source:NCBI gene;Acc:107307300]	-0.143044216	5.109886487	0.587993549	0.999994659	1.389622877	6.073126564	1.31E-09	4.27E-09
ENSCJPG00005006777	1	13208450	13209751	protein_coding		G protein-coupled receptor 22 [Source:NCBI gene;Acc:107307455]	0.021104265	6.711866494	0.961976879	0.999994659	0.976566059	-0.046168788	0.207266644	0.250345185
ENSCJPG00005006778	1	13241081	13249643	protein_coding		dihydrouridine synthase 4 like [Source:NCBI gene;Acc:107307546]	-0.367886557	4.13005089	0.255805138	0.999994659	-0.338229239	3.937706441	0.27752839	0.326212521
ENSCJPG00005006779	1	13253397	13271521	protein_coding	BCAP29	B cell receptor associated protein 29 [Source:NCBI gene;Acc:107307777]	-0.122789997	5.804248993	0.621178348	0.999994659	2.125964978	7.560516737	1.64E-39	2.23E-38
ENSCJPG00005006781	1	13276495	13294076	protein_coding	SLC26A4	solute carrier family 26 member 4 [Source:NCBI gene;Acc:107307929]	0.087942992	3.687867388	0.81311692	0.999994659	2.971678266	3.633177429	1.68E-11	6.26E-11
ENSCJPG00005006782	1	13299132	13302454	protein_coding		Cbl proto-oncogene like 1 [Source:NCBI gene;Acc:107307957]	-0.120750634	4.837530301	0.612429435	0.999994659	0.976595847	5.724159687	4.23E-06	1.00E-05
ENSCJPG00005006783	1	13305595	13316708	protein_coding	SLC26A3	solute carrier family 26 member 3 [Source:NCBI gene;Acc:107307949]	1.399531675	-2.217507432	0.330283893	0.999994659	-0.654217759	3.934397862	0.240980709	0.286458889
ENSCJPG00005006966	1	13336730	13345838	protein_coding	DLD	dihydrolipoamide dehydrogenase [Source:NCBI gene;Acc:107307966]	-0.031481058	7.93156694	0.871641552	0.999994659	-0.509964434	7.351940041	0.000310802	0.000598802
ENSCJPG00005006991	1	13348782	13385851	protein_coding	LAMB1	laminin subunit beta 1 [Source:NCBI gene;Acc:107307972]	-0.002840041	4.260526932	0.992495364	0.999994659	-2.255018687	7.086500524	5.49E-19	3.24E-18
ENSCJPG00005006997	1	13387858	13427389	protein_coding	LAMB4	laminin subunit beta 4 [Source:NCBI gene;Acc:107307135]	0.485534694	-0.978245395	0.491247698	0.999994659	3.066250911	2.637862484	8.54E-16	4.24E-15
ENSCJPG00005006998	1	13435588	13450681	protein_coding	ERGIC2	ERGIC and golgi 2 [Source:NCBI gene;Acc:107307987]	0.101041489	5.803955515	0.620616536	0.999994659	-1.335608567	5.827360721	1.54E-13	6.64E-13
ENSCJPG00005007000	1	13456765	13513085	protein_coding	LRRK2	leucine rich repeat kinase 2 [Source:NCBI gene;Acc:107307980]	0.09791829	5.076799684	0.681764955	0.999994659	0.823216756	5.458446156	1.27E-05	2.86E-05
ENSCJPG00005007311	1	13543687	13656956	protein_coding	SLC2A13	solute carrier family 2 member 13 [Source:NCBI gene;Acc:107308016]	0.067799172	7.05903588	0.851053144	0.999994659	2.05750973	5.19954556	2.62E-20	1.65E-19
ENSCJPG00005007316	1	13685955	13723906	protein_coding	ABCD2	ATP binding cassette subfamily D member 2 [Source:NCBI gene;Acc:107308026]	-0.086422153	7.282887891	0.651389602	0.999994659	-0.094927675	5.929807353	0.630053915	0.674508908
ENSCJPG00005007317	1	13768350	13822580	protein_coding	KIF21A	kinesin family member 21A [Source:NCBI gene;Acc:107308049]	0.012392392	9.161968865	0.957268926	0.999994659	-0.983411683	5.829043143	9.40E-08	2.60E-07
ENSCJPG00005008031	1	13822766	13856437	protein_coding		"sucrase-isomaltase, intestinal-like [Source:NCBI gene;Acc:107308092]"	1.875454839	-1.737804257	0.057075051	0.999994659	5.487547128	3.508626683	7.94E-14	3.49E-13
ENSCJPG00005008073	1	13881785	13962503	protein_coding	CPNE8	copine 8 [Source:NCBI gene;Acc:107308100]	0.142014608	3.719620551	0.738210473	0.999994659	-1.211953319	3.300374045	0.000345759	0.000661643
ENSCJPG00005008074	1	14042945	14049194	protein_coding		"ALG10 alpha-1,2-glucosyltransferase [Source:NCBI gene;Acc:107308112]"	0.018761441	5.098629789	0.932833781	0.999994659	-0.593668399	4.905012228	0.006869028	0.010949436
ENSCJPG00005008075	1	14049215	14065055	protein_coding	GTSE1	TP53RK binding protein [Source:NCBI gene;Acc:107308125]	0.023575834	5.280181459	0.946608131	0.999994659	-1.299287671	7.557349097	3.74E-16	1.90E-15
ENSCJPG00005008076	1	14066115	14073674	protein_coding	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:NCBI gene;Acc:107308174]	-0.102167469	4.292319877	0.715526459	0.999994659	3.806412776	6.723956837	2.59E-44	4.12E-43
ENSCJPG00005008086	1	14082615	14212590	protein_coding	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1 [Source:NCBI gene;Acc:107308137]	0.090744837	5.138872053	0.674807365	0.999994659	1.059759618	5.795373778	3.41E-08	9.86E-08
ENSCJPG00005008091	1	14229515	14229895	protein_coding		histone H2B 5-like [Source:NCBI gene;Acc:107308206]	-0.107268021	4.716240168	0.738413809	0.999994659	-0.303303819	1.759462226	0.442602283	0.493967274
ENSCJPG00005008092	1	14240353	14302766	protein_coding	GRAMD4	GRAM domain containing 4 [Source:NCBI gene;Acc:107308184]	0.06236514	5.594002706	0.791420505	0.999994659	-0.712987137	4.712158136	0.000356519	0.000680337
ENSCJPG00005008097	1	14383274	14390941	lncRNA			0.615409038	-1.633596728	0.607495914	0.999994659	2.924919579	-2.13778443	0.018242847	0.027104141
ENSCJPG00005008118	1	14407093	14446200	protein_coding	CERK	ceramide kinase [Source:NCBI gene;Acc:107308211]	-0.081074202	5.512947512	0.751409844	0.999994659	0.399174395	4.17989996	0.107506993	0.138789499
ENSCJPG00005008119	1	14469782	14608909	protein_coding	TBC1D22A	TBC1 domain family member 22A [Source:NCBI gene;Acc:107308213]	0.144635024	5.738705324	0.452615049	0.999994659	0.889810196	5.205963375	2.69E-06	6.48E-06
ENSCJPG00005008120	1	14690168	14723512	lncRNA			-2.713587985	-2.511527531	0.093226221	0.999994659	-0.431569764	-2.636585065	0.764944505	0.798723217
ENSCJPG00005008172	1	15381045	15765561	protein_coding	TAFA5	TAFA chemokine like family member 5 [Source:HGNC Symbol;Acc:HGNC:21592]	-0.201049994	4.200982036	0.485864775	0.999994659	0.616725058	0.09082605	0.178259724	0.220490601
ENSCJPG00005008174	1	16496982	16531532	lncRNA			-2.010548878	-2.605987706	0.214128489	0.999994659	0.873731211	-2.452874432	0.490321456	0.539982795
ENSCJPG00005008175	1	16695937	16704919	lncRNA			-0.16893852	-2.509695931	0.909840873	0.999994659	5.93619832	-1.532698143	1.52E-06	3.75E-06
ENSCJPG00005008254	1	16705217	16776874	protein_coding	BRD1	bromodomain containing 1 [Source:NCBI gene;Acc:107308284]	-0.114532707	6.687178169	0.590124957	0.999994659	1.463797724	7.497118963	6.30E-18	3.52E-17
ENSCJPG00005008348	1	16797638	16801156	protein_coding	ZBED4	zinc finger BED-type containing 4 [Source:NCBI gene;Acc:107308322]	-0.085508095	5.184482711	0.68282752	0.999994659	0.517646269	5.500850606	0.014024245	0.021329278
ENSCJPG00005008349	1	16811646	16821688	protein_coding	ALG12	"ALG12 alpha-1,6-mannosyltransferase [Source:NCBI gene;Acc:107308331]"	0.086166895	5.107498424	0.725963424	0.999994659	-1.290084106	5.227325942	9.19E-11	3.25E-10
ENSCJPG00005008356	1	16826662	16838299	protein_coding	CRELD2	cysteine rich with EGF like domains 2 [Source:NCBI gene;Acc:107308277]	0.012490666	5.993761214	0.955088918	0.999994659	0.713429041	7.629196069	0.001870463	0.003235359
ENSCJPG00005008358	1	16869798	16878316	lncRNA			2.542251602	-2.507863136	0.137129335	0.999994659	-2.744738427	-1.926937083	0.022023034	0.032274036
ENSCJPG00005008359	1	16916866	16920120	lncRNA			1.788677529	-2.610573804	0.281777045	0.999994659	1.099463021	-2.633846982	0.44258248	0.493967274
ENSCJPG00005008360	1	16942110	16988513	lncRNA			0.553987706	-2.135487376	0.65916429	0.999994659	2.046309387	-2.835264171	0.20031994	0.243746474
ENSCJPG00005008375	1	17101994	17108706	protein_coding	PIM3	"Pim-3 proto-oncogene, serine/threonine kinase [Source:NCBI gene;Acc:107308404]"	-0.04796105	5.765820931	0.849939697	0.999994659	-0.28494298	5.610337691	0.148304665	0.186474517
ENSCJPG00005008378	1	17372766	17385360	lncRNA			3.432103926	-2.314554659	0.041152991	0.999994659	2.046309387	-2.835264171	0.20031994	0.243746474
ENSCJPG00005008379	1	17478518	17486364	lncRNA			-2.010548878	-2.605987706	0.214128489	0.999994659	3.718404452	-2.532627501	0.015580052	0.023393808
ENSCJPG00005008380	1	17636407	17650285	lncRNA			1.788677529	-2.610573804	0.281777045	0.999994659	4.177358776	-2.363165293	0.01925886	0.028488175
ENSCJPG00005008433	1	17866556	17909137	protein_coding	IL17REL	interleukin 17 receptor E like [Source:NCBI gene;Acc:107308430]	-0.327536456	-0.030517772	0.672029929	0.999994659	1.724424592	0.578534261	0.000867441	0.001572733
ENSCJPG00005008438	1	17923942	17939654	protein_coding	MLC1	modulator of VRAC current 1 [Source:NCBI gene;Acc:107308440]	-0.03536273	7.131127659	0.883702765	0.999994659	3.693938754	1.203554954	4.73E-12	1.83E-11
ENSCJPG00005008441	1	17941546	17973086	protein_coding	MOV10L1	Mov10 like RISC complex RNA helicase 1 [Source:NCBI gene;Acc:107308467]	0.548662024	-1.316567759	0.560754009	0.999994659	3.711193362	6.068200024	9.74E-22	6.54E-21
ENSCJPG00005008442	1	18002181	18008778	protein_coding	PANX2	pannexin 2 [Source:NCBI gene;Acc:107308486]	0.008131468	6.691654761	0.976792816	0.999994659	-0.115697141	3.66152159	0.710090953	0.749878514
ENSCJPG00005008443	1	18023828	18028326	protein_coding			-2.043612251	-1.854206484	0.050205374	0.999994659	3.0962898	1.653586837	6.40E-09	1.98E-08
ENSCJPG00005008444	1	18027255	18030673	protein_coding			0.8812378	-1.194588288	0.248949879	0.999994659	2.876709616	1.747218032	5.83E-10	1.95E-09
ENSCJPG00005008445	1	18048258	18066014	protein_coding	TRABD	TraB domain containing [Source:NCBI gene;Acc:107308507]	0.174948961	3.692274935	0.502385527	0.999994659	-0.302602551	5.551177685	0.098809453	0.128336412
ENSCJPG00005008556	1	18104840	18116124	protein_coding	SELENOO	selenoprotein O [Source:NCBI gene;Acc:107308568]	0.224218921	3.96187498	0.402622347	0.999994659	1.298264229	5.278950973	7.91E-09	2.42E-08
ENSCJPG00005008557	1	18119296	18138558	protein_coding	TUBGCP6	tubulin gamma complex associated protein 6 [Source:NCBI gene;Acc:107308557]	-0.049578463	6.84125876	0.824113347	0.999994659	-0.331167125	5.482055367	0.059313924	0.080851654
ENSCJPG00005008558	1	18140130	18154729	protein_coding	HDAC10	histone deacetylase 10 [Source:NCBI gene;Acc:107308576]	0.040294659	3.736525731	0.929225054	0.999994659	-0.55784319	4.564219389	0.008571456	0.013461127
