Gene stable ID	Gene name	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene type	logFC	logCPM	LR	PValue	FDR
ENSGALG00000000576	METTL25B	ribosomal RNA adenine dimethylase domain containing 1 [Source:NCBI gene;Acc:768974]	25	2624337	2626380	-1	protein_coding	0.711126682411957	3.99388460764256	28.869754269507	7.74123347869528e-08	2.63747262532944e-07
ENSGALG00000000577	RANBP3	RAN binding protein 3 [Source:NCBI gene;Acc:420058]	28	832528	873641	1	protein_coding	0.119272345097209	5.55865184846653	2.47867312549593	0.115399570354457	0.161208692781989
ENSGALG00000000579	VAMP3	vesicle-associated membrane protein 3 [Source:NCBI gene;Acc:419368]	21	310699	314464	-1	protein_coding	-0.311779862788711	4.16375081839781	6.35846034067346	0.0116822874785003	0.0211961777704841
ENSGALG00000000581	DDX42	DEAD-box helicase 42 [Source:NCBI gene;Acc:419959]	27	5225378	5241792	1	protein_coding	-0.354816825890143	5.87370182681021	26.9402347404056	2.09844688279852e-07	6.8555427677682e-07
ENSGALG00000000583	SOX13	SRY-box 13 [Source:NCBI gene;Acc:419820]	26	1695658	1714634	1	protein_coding	0.739587745827549	0.0165654830382777	1.15649781429069	0.282193048826595	0.346520338740741
ENSGALG00000000585	MYL4	myosin, light chain 4, alkali; atrial, embryonic [Source:NCBI gene;Acc:396472]	27	5250693	5256162	1	protein_coding	-0.508777385379284	5.09331810120396	32.0789807169957	1.48030272715339e-08	5.33254130079481e-08
ENSGALG00000000589	BTN1A1	butyrophilin subfamily 1 member A1 [Source:NCBI gene;Acc:420061]	28	898934	903624	-1	protein_coding	3.19275878363923	-0.661506664784174	5.68727827728519	0.0170883382131629	0.0299638954148967
ENSGALG00000000596	CDC27	cell division cycle 27 [Source:NCBI gene;Acc:419960]	27	5259680	5286482	1	protein_coding	-0.013476024528636	5.7265112983039	0.0354936479338419	0.850564997061718	0.882537545687394
ENSGALG00000000599	MARCHF2	membrane associated ring-CH-type finger 2 [Source:NCBI gene;Acc:420062]	28	911079	922400	-1	protein_coding	-1.18364768072715	-0.66150881689984	0.977163239475749	0.322900161553455	0.387773090735278
ENSGALG00000000603	KANSL1	KAT8 regulatory NSL complex subunit 1 [Source:NCBI gene;Acc:419961]	27	5290753	5359216	1	protein_coding	-0.647556471528148	4.6422117598057	37.5632687242295	8.84953644888214e-10	3.50452984896279e-09
ENSGALG00000000606	ARL8A	ADP ribosylation factor like GTPase 8A [Source:NCBI gene;Acc:421175]	26	355155	365068	-1	protein_coding	0.310112371845169	4.65321123999158	8.91631857120479	0.00282633673188565	0.00573098246545679
ENSGALG00000000607	GPR37L1	G protein-coupled receptor 37 like 1 [Source:NCBI gene;Acc:421176]	26	349399	353524	1	protein_coding	-1.56820256434923	-0.895973242280713	1.35132724142894	0.24504622065158	0.306074027209538
ENSGALG00000000608	CDH1	cadherin 1 [Source:NCBI gene;Acc:415860]	11	18870452	18879210	1	protein_coding	-0.306850182446061	1.33848813706552	0.7398101611139	0.38972169706107	0.455815808864194
ENSGALG00000000615	NWD1	NACHT and WD repeat domain containing 1 [Source:NCBI gene;Acc:419556]	23	678435	689421	-1	protein_coding	0.329261767581039	6.86413387589688	45.5717348197826	1.47149748185464e-11	6.52408847674414e-11
ENSGALG00000000618	ZCCHC17	zinc finger CCHC-type containing 17 [Source:NCBI gene;Acc:404295]	23	688912	702716	1	protein_coding	0.375015447568598	7.06758893564972	67.5620379521813	2.0416090647296e-16	1.16945722121792e-15
ENSGALG00000000619	ANGPTL4	angiopoietin like 4 [Source:NCBI gene;Acc:769087]	28	945364	954006	-1	protein_coding	-2.53254454120035	3.96483120914111	258.339968134758	3.94791525654931e-58	7.36855860970713e-57
ENSGALG00000000621	KANK3	KN motif and ankyrin repeat domains 3 [Source:NCBI gene;Acc:428321]	28	971434	981257	1	protein_coding	-1.94128868571891	4.67641817080485	285.512041796967	4.72571687746325e-64	9.61039754020132e-63
ENSGALG00000000627	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11 [Source:NCBI gene;Acc:428173]	21	539941	556279	1	protein_coding	-0.128056145570514	4.58261060203838	1.44889265523207	0.228705718469356	0.297087924697506
ENSGALG00000000629		NADH:ubiquinone oxidoreductase subunit A7 [Source:NCBI gene;Acc:420065]	28	983593	984731	1	protein_coding	0.18189131047504	8.61772780338216	42.9605607696128	5.58545749154023e-11	2.38329992849611e-10
ENSGALG00000000630	HAS3	hyaluronan synthase 3 [Source:NCBI gene;Acc:427564]	11	18909088	18913330	1	protein_coding	-1.72124931269131	-0.282997761533977	3.64599838505844	0.0562040969198932	0.0866790585308091
ENSGALG00000000636	MDM4	MDM4, p53 regulator [Source:NCBI gene;Acc:419823]	26	1813731	1832064	1	protein_coding	1.45774596817475	2.83037634599261	48.1037939002631	4.04243566372994e-12	1.8452217613185e-11
ENSGALG00000000637	ZBTB48	zinc finger and BTB domain containing 48 [Source:NCBI gene;Acc:419370]	21	570199	581910	-1	protein_coding	-0.0146651944256146	3.54012531540841	0.00910057507978834	0.923999551023982	0.945069051635783
ENSGALG00000000638	UTP4	UTP4, small subunit processome component [Source:NCBI gene;Acc:769632]	11	18914355	18919580	1	protein_coding	-0.0219923646432781	4.44492123395632	0.0388751179919902	0.843696274217671	0.87671904291428
ENSGALG00000000639	LRRN2	leucine rich repeat neuronal 2 [Source:NCBI gene;Acc:428261]	26	1842480	1844570	-1	protein_coding	2.97991590444554	-0.176077937541754	10.1065760863829	0.0014774118886489	0.00315688241439307
ENSGALG00000000643	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3 [Source:NCBI gene;Acc:769431]	14	13235341	13245080	-1	protein_coding	-1.5682022637871	-0.895973395184609	1.35132703744519	0.24504625627113	0.306074027209538
ENSGALG00000000650	NIP7	NIP7, nucleolar pre-rRNA processing protein [Source:NCBI gene;Acc:415863]	11	18933246	18934623	1	protein_coding	-0.642728565525556	7.28332820071727	223.464640573999	1.5873888358006e-50	2.5517504926945e-49
ENSGALG00000000652	ACOT7	acyl-CoA thioesterase 7 [Source:NCBI gene;Acc:419371]	21	622081	629374	1	protein_coding	0.349797603361507	5.59215766630804	21.715694034488	3.16193884282696e-06	9.2977551381462e-06
ENSGALG00000000653	CNTN2	contactin 2 [Source:NCBI gene;Acc:419825]	26	1979695	2003254	1	protein_coding	3.93085622688601	-0.459872054707047	9.95247060700165	0.00160633676808404	0.00340554781391948
ENSGALG00000000654	TMED6	transmembrane p24 trafficking protein 6 [Source:NCBI gene;Acc:101750075]	11	18934966	18937487	-1	protein_coding	-0.603182087208318	0.408879260501027	1.19329165474886	0.274666594684283	0.338810290448876
ENSGALG00000000657	TERF2	telomeric repeat binding factor 2 [Source:NCBI gene;Acc:395598]	11	18938562	18946393	-1	protein_coding	0.180441647703458	4.8399501513797	3.44824062561461	0.063319136795366	0.0965408549495135
ENSGALG00000000667	EDN2	endothelin 2 [Source:NCBI gene;Acc:419559]	23	1063330	1068649	1	protein_coding	-2.42315999101163	0.688981598969808	18.9341577517942	1.35308187374828e-05	3.71926785029104e-05
ENSGALG00000000668	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit [Source:NCBI gene;Acc:419826]	26	2014218	2023555	-1	protein_coding	-0.922905626323737	4.31571602732375	59.0549336555345	1.53331023831286e-14	8.04174591748808e-14
ENSGALG00000000669	ETV3	ETS variant 3 [Source:NCBI gene;Acc:426718]	25	2520992	2528858	1	protein_coding	-0.400590506086809	-0.176082416997079	0.268054627075466	0.604639740116523	0.663773770824683
ENSGALG00000000672	SCMH1	sex comb on midleg homolog 1 (Drosophila) [Source:NCBI gene;Acc:768916]	23	1344051	1374495	1	protein_coding	-1.5682022637871	-0.895973395184609	1.35132703744519	0.24504625627113	0.306074027209538
ENSGALG00000000674	MYO1D	myosin ID [Source:NCBI gene;Acc:419963]	27	3817962	3888947	1	protein_coding	-2.38020028991042	2.20635846068266	65.3665445524274	6.2185664968483e-16	3.48490346150833e-15
ENSGALG00000000678	CITED4	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4 [Source:NCBI gene;Acc:395465]	23	1506533	1508755	1	protein_coding	-1.16422434547574	3.19146187536683	40.8662254853783	1.63014181732157e-10	6.76630506562879e-10
ENSGALG00000000681	PAK1	p21 (RAC1) activated kinase 1 [Source:NCBI gene;Acc:419083]	1	194484628	194551701	1	protein_coding	1.14550626262394	4.90997214128444	136.475308184247	1.57054526770516e-31	1.56407748952124e-30
ENSGALG00000000684	KLHDC8A	kelch domain containing 8A [Source:NCBI gene;Acc:419829]	26	2090546	2094449	-1	protein_coding	0.362641809455125	0.717005819256761	0.597348100521458	0.439591638429883	0.506273662751585
ENSGALG00000000685	MAP3K14	mitogen-activated protein kinase kinase kinase 14 [Source:NCBI gene;Acc:419964]	27	3794520	3809775	-1	protein_coding	-0.354244367508728	2.11459159121517	1.83177063489542	0.175918550019667	0.235631300471858
ENSGALG00000000690	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4 [Source:NCBI gene;Acc:419084]	1	194560365	194594269	1	protein_coding	-2.59080430821796	0.970749714513827	26.947825915943	2.09022130800171e-07	6.83268346465207e-07
ENSGALG00000000692	CDK18	cyclin dependent kinase 18 [Source:NCBI gene;Acc:771736]	26	2156870	2171973	1	protein_coding	1.60212178602386	-0.89597279117154	1.4218566316713	0.233098052224349	0.297087924697506
ENSGALG00000000693	NOB1	NIN1/PSMD8 binding protein 1 homolog [Source:NCBI gene;Acc:415867]	11	19039525	19042055	-1	protein_coding	-0.424930466074439	5.91735038744603	39.6579544859041	3.02569832425744e-10	1.23153560772191e-09
ENSGALG00000000695	MFSD4A	major facilitator superfamily domain containing 4A [Source:NCBI gene;Acc:419831]	26	2178133	2192431	1	protein_coding	0.228256099632938	-0.0292393770882726	0.106624034418693	0.744020854494633	0.790344550229368
ENSGALG00000000699	WWP2	WW domain containing E3 ubiquitin protein ligase 2 [Source:NCBI gene;Acc:415868]	11	19042181	19073845	1	protein_coding	-1.16248038828893	3.30193203464265	44.1493765564831	3.04248682776733e-11	1.32153937805872e-10
ENSGALG00000000703	SLC45A3	solute carrier family 45 member 3 [Source:NCBI gene;Acc:771751]	26	2224414	2246628	-1	protein_coding	1.63531816810008	2.1964927678322	36.5786065094239	1.46632199194049e-09	5.69729858132936e-09
ENSGALG00000000707	PSMD7	proteasome 26S subunit, non-ATPase 7 [Source:NCBI gene;Acc:415869]	11	19074895	19080147	-1	protein_coding	0.24858326797838	8.21031925247548	62.2851100635858	2.97163443850132e-15	1.61566282961333e-14
ENSGALG00000000708	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:NCBI gene;Acc:404775]	26	2262710	2277921	-1	protein_coding	-0.348955688745677	9.4059572962336	250.779840172634	1.75561195206102e-56	3.17036158355954e-55
ENSGALG00000000712	RAB29	RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]	26	2278989	2285673	-1	protein_coding	-1.00605746121294	3.25970972736627	32.7317060749065	1.05797335510364e-08	3.85107840385239e-08
ENSGALG00000000713	ZFHX3	zinc finger homeobox 3 [Source:NCBI gene;Acc:395682]	11	19493186	19635682	1	protein_coding	0.739089899342395	6.2395369755226	147.538922913858	5.98303312691503e-34	6.4242529443825e-33
ENSGALG00000000719	RPL22	ribosomal protein L22 [Source:NCBI gene;Acc:373937]	21	640004	645489	1	protein_coding	-0.253093869841139	11.0035417780229	416.128379571686	1.6988671944183e-92	5.27882644433218e-91
ENSGALG00000000720		guanylate binding protein 1 [Source:NCBI gene;Acc:419563]	23	1516302	1523141	1	protein_coding	-2.6562381399361	1.57113617039308	46.3290143527659	9.99725358410999e-12	4.46265846186354e-11
ENSGALG00000000721	SLC41A1	solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:HGNC:19429]	26	2287405	2305691	-1	protein_coding	1.76234852288748	-0.0765417124929862	5.14552990574086	0.0233062962245755	0.039551442593175
ENSGALG00000000723	STX12	syntaxin 12 [Source:NCBI gene;Acc:769300]	23	1524210	1536927	1	protein_coding	-0.0301690369540214	5.50841800808018	0.153129567191584	0.695562393722092	0.747073097206194
ENSGALG00000000724	PM20D1	peptidase M20 domain containing 1 [Source:NCBI gene;Acc:419838]	26	2303301	2320772	-1	protein_coding	-0.66206629374321	4.43436841179205	33.9032755014282	5.79211042929216e-09	2.1441409788834e-08
ENSGALG00000000726	ELAVL1	ELAV like RNA binding protein 1 [Source:NCBI gene;Acc:395637]	28	1027920	1050549	-1	protein_coding	-0.379196832326491	6.37401518711557	43.1741573385461	5.0077761810165e-11	2.14173403451086e-10
ENSGALG00000000729	PPP1R8	protein phosphatase 1 regulatory subunit 8 [Source:NCBI gene;Acc:419564]	23	1536772	1555237	1	protein_coding	0.187860515319347	5.47397239086009	5.79709033758655	0.0160527178603234	0.0284574395981254
ENSGALG00000000734	RPA2	replication protein A2 [Source:NCBI gene;Acc:419566]	23	1570009	1573848	-1	protein_coding	0.154882896149142	6.63820367198288	8.70181638088698	0.00317893125323449	0.00639696658121933
ENSGALG00000000737	SMPDL3B	sphingomyelin phosphodiesterase acid like 3B [Source:NCBI gene;Acc:769013]	23	1574041	1579810	1	protein_coding	-0.22074754909418	2.46777134154398	0.935857392471843	0.333345496374621	0.398809991575746
ENSGALG00000000747	CHD5	chromodomain helicase DNA binding protein 5 [Source:NCBI gene;Acc:100857108]	21	645544	673036	1	protein_coding	-0.145047080865243	3.80772213980176	1.07551419520802	0.299703232966295	0.364519873553145
ENSGALG00000000748	TJP3	tight junction protein 3 [Source:NCBI gene;Acc:420070]	28	1088220	1098575	-1	protein_coding	2.93263650558653	0.186493988271273	15.2897673145484	9.22146902074907e-05	0.000230464494778235
ENSGALG00000000751	ARNT	aryl hydrocarbon receptor nuclear translocator [Source:NCBI gene;Acc:374026]	25	174129	194999	-1	protein_coding	-1.11883046083667	4.82060012557766	120.639102004491	4.58373639205433e-28	4.15562213734412e-27
ENSGALG00000000755	ACER3	alkaline ceramidase 3 [Source:NCBI gene;Acc:419087]	1	194764118	194819371	-1	protein_coding	0.888553956107301	5.47816986179031	125.119266948375	4.79258782339842e-29	4.44643427418549e-28
ENSGALG00000000761	TSKU	tsukushi, small leucine rich proteoglycan [Source:NCBI gene;Acc:419088]	1	194859310	194874075	-1	protein_coding	-0.909930477549819	1.60151912214737	7.70602125884772	0.005503692627259	0.0106069086600189
ENSGALG00000000764	SSR2	signal sequence receptor subunit 2 [Source:NCBI gene;Acc:425656]	25	161090	164525	1	protein_coding	-0.0910573166420135	8.18214865834699	8.21946983703729	0.00414433061354118	0.00815811957972608
ENSGALG00000000769	RAB7B	RAB7B, member RAS oncogene family [Source:NCBI gene;Acc:771782]	26	2349209	2352491	-1	protein_coding	-2.33715698694252	0.442822662755232	14.1120141978719	0.000172240153351244	0.000417433154578355
ENSGALG00000000776	BRPF3	bromodomain and PHD finger containing, 3 [Source:NCBI gene;Acc:421182]	26	192701	216901	1	protein_coding	-0.641137026477148	5.70557249895356	76.926987465754	1.77396382237927e-18	1.11552139966913e-17
ENSGALG00000000777	EYA3	EYA transcriptional coactivator and phosphatase 3 [Source:NCBI gene;Acc:395717]	23	1582589	1627539	-1	protein_coding	-0.417486865411965	4.54009262044092	14.7744564582127	0.000121165718645491	0.00029945511091145
ENSGALG00000000783	PTAFR	platelet activating factor receptor [Source:NCBI gene;Acc:428209]	23	1627960	1636790	-1	protein_coding	0.527586987343788	-0.591118597964525	0.238160142032194	0.62553812648316	0.682874516810177
ENSGALG00000000785	HYAL1	hyaluronoglucosaminidase 1 [Source:NCBI gene;Acc:426739]	12	1838093	1840008	-1	protein_coding	-0.571577140979543	3.48414852128567	12.9683165077665	0.000316806761567724	0.000742734337263753
ENSGALG00000000787	DHX38	DEAH-box helicase 38 [Source:NCBI gene;Acc:415875]	11	19707224	19717686	-1	protein_coding	-0.021571901436871	5.63218505731438	0.0852619697748151	0.77028928199732	0.813741497904861
ENSGALG00000000790	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8 [Source:NCBI gene;Acc:419569]	23	1641843	1655758	-1	protein_coding	0.310171514354535	8.43262188665446	111.170069629302	5.43062523838257e-26	4.57653599634604e-25
ENSGALG00000000791		family with sequence similarity 72 member A [Source:NCBI gene;Acc:419841]	26	2384160	2390966	-1	protein_coding	-0.252584325010098	3.71699694630611	3.04678110618277	0.0808973316159562	0.1202273770068
ENSGALG00000000793	VPS72	vacuolar protein sorting-associated protein 72 homolog [Source:NCBI gene;Acc:425660]	25	257785	260117	-1	protein_coding	0.118378919555258	0.84945426275591	0.0723696167762267	0.787917357983898	0.826789235941221
ENSGALG00000000795	MFSD12	major facilitator superfamily domain containing 12 [Source:NCBI gene;Acc:420074]	28	1155041	1161700	1	protein_coding	-1.42690120691431	0.0165620609977224	3.9081156669419	0.0480534479130692	0.0751747470666734
ENSGALG00000000802	DHODH	dihydroorotate dehydrogenase (quinone) [Source:NCBI gene;Acc:415876]	11	19719050	19722530	-1	protein_coding	-0.38343272657229	5.26918211703796	20.7353568868801	5.27332743820809e-06	1.51577504968028e-05
ENSGALG00000000811	IST1	IST1, ESCRT-III associated factor [Source:NCBI gene;Acc:415877]	11	19722896	19730099	-1	protein_coding	-0.519274439836728	5.85802799738679	56.5322590306985	5.52839284334915e-14	2.8004481780244e-13
ENSGALG00000000812	OAZ1	ornithine decarboxylase antizyme 1 [Source:NCBI gene;Acc:395746]	28	2082439	2086009	-1	protein_coding	-0.571371471431141	5.20136505081202	43.407484219002	4.4448484161713e-11	1.90905381395712e-10
ENSGALG00000000814	HNRNPR	heterogeneous nuclear ribonucleoprotein R [Source:NCBI gene;Acc:419570]	23	1662541	1687966	1	protein_coding	-0.278602510933495	7.81078235484753	60.4523665227275	7.538068521145e-15	4.01597098798932e-14
ENSGALG00000000817	ZNF821	zinc finger protein 821 [Source:NCBI gene;Acc:415878]	11	19730464	19742076	1	protein_coding	-0.43352178322534	3.8238998106762	9.60075495061121	0.00194497387978928	0.00407685875989748
ENSGALG00000000818		leucine rich repeat containing 32 [Source:NCBI gene;Acc:428121]	1	195032674	195039220	1	protein_coding	1.60212178602386	-0.89597279117154	1.4218566316713	0.233098052224349	0.297087924697506
ENSGALG00000000820		5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled [Source:NCBI gene;Acc:769107]	23	1741624	1757003	1	protein_coding	1.6833078380084	2.48419638585941	47.807391450723	4.70215930168587e-12	2.13933824425168e-11
ENSGALG00000000824		myosin light chain kinase, smooth muscle-like [Source:NCBI gene;Acc:428278]	27	3764703	3768368	1	protein_coding	-1.47078633193492	0.475991948309348	6.83824911433492	0.00892262509797691	0.0165703539674525
ENSGALG00000000835	PLEKHJ1	pleckstrin homology domain containing J1 [Source:NCBI gene;Acc:428324]	28	2118169	2124677	1	protein_coding	-0.87580660808359	4.84143967129264	77.2444022932286	1.51059026591028e-18	9.52596718706687e-18
